Bowler,Runs,ReleaseY,ReleaseZ,Bowler Type
MJ Leach,0,1.0493306,2.1096522,LOB
MJ Leach,0,1.0643571,2.1351532,LOB
MJ Leach,0,-0.6571649,2.1180298,LOB
MJ Leach,0,-0.6154115,2.0849058,LOB
MJ Leach,0,-0.6786994,2.1631126,LOB
MJ Leach,0,-0.5954572,2.1390768,LOB
MJ Leach,1,-0.6404319,2.1279941,LOB
MJ Leach,0,1.1570536,2.2037155,LOB
MJ Leach,0,-0.614254,2.1220605,LOB
MJ Leach,0,-0.6294446,2.1528586,LOB
MJ Leach,0,-0.6218228,2.1094394,LOB
MJ Leach,2,-0.6578111,2.0098972,LOB
MJ Leach,1,-0.7325954,2.1417683,LOB
MJ Leach,0,1.0005745,2.0504272,LOB
MJ Leach,0,1.086859,2.1739684,LOB
MJ Leach,0,1.0485571,2.1569738,LOB
MJ Leach,0,0.9952649,2.1604368,LOB
MJ Leach,0,1.0514755,2.1516014,LOB
MJ Leach,0,1.0733422,2.1714749,LOB
KL Aldridge,1,0.7320355,2.0971917,RM
KL Aldridge,0,-0.8107858,2.1775401,RM
KL Aldridge,4,-0.6218028,2.1357949,RM
KL Aldridge,0,-0.7554244,2.1492714,RM
KL Aldridge,1,-0.6963491,2.223199,RM
KL Aldridge,0,0.8134709,2.1461833,RM
KL Aldridge,0,0.7280928,2.0571529,RM
KL Aldridge,0,0.7479232,2.0921178,RM
KL Aldridge,0,0.706611,2.1345407,RM
KL Aldridge,0,0.7228579,2.1210676,RM
KL Aldridge,4,0.8168069,2.1709875,RM
KL Aldridge,4,0.7900966,2.0786062,RM
TA Lammonby,1,0.5219288,1.9366582,LM
TA Lammonby,0,0.5478125,1.9656631,LM
TA Lammonby,1,0.6106921,2.0374944,LM
TA Lammonby,1,0.634504,2.0566326,LM
TA Lammonby,0,0.6350682,2.0718949,LM
TA Lammonby,1,0.6127118,2.0809057,LM
TA Lammonby,0,0.6234295,1.9824686,LM
TA Lammonby,0,0.6273345,2.0251977,LM
TA Lammonby,0,0.6353957,2.043847,LM
TA Lammonby,0,0.6556415,1.9893722,LM
TA Lammonby,0,0.6763745,2.0578316,LM
TA Lammonby,1,0.6832486,2.0529417,LM
TA Lammonby,0,0.6880089,2.0717559,LM
TA Lammonby,0,0.6127745,2.0222646,LM
TA Lammonby,0,0.6217741,1.9999648,LM
TA Lammonby,0,0.6494184,1.9858983,LM
TA Lammonby,1,0.6412352,2.023661,LM
TA Lammonby,1,0.5724325,1.9982751,LM
TA Lammonby,1,0.7973034,2.1271233,LM
TA Lammonby,0,0.6056746,1.9571405,LM
TA Lammonby,0,0.5769311,1.9884238,LM
TA Lammonby,0,0.5329113,1.994453,LM
TA Lammonby,0,0.5625607,1.9923664,LM
TA Lammonby,0,0.5616691,2.0235025,LM
TA Lammonby,0,0.5328268,2.0560966,LM
TA Lammonby,0,0.5740838,1.990247,LM
MJ Leach,0,-0.4995798,2.0349666,LOB
MJ Leach,1,-0.4938062,2.0872477,LOB
MJ Leach,0,-0.6113536,2.1086943,LOB
MJ Leach,0,-0.651535,2.1222582,LOB
MJ Leach,0,-0.6204908,2.2175415,LOB
MJ Leach,0,-0.5410411,2.0428388,LOB
MJ Leach,0,-0.6120299,2.122936,LOB
MJ Leach,3,-0.5790289,2.1029519,LOB
MJ Leach,0,-0.7406969,2.1127876,LOB
MJ Leach,0,-0.6635881,2.0789063,LOB
MJ Leach,0,-0.6863837,2.1438118,LOB
MJ Leach,0,-0.6496018,2.1142555,LOB
MJ Leach,4,-0.8863021,2.0624778,LOB
MJ Leach,0,-0.6398835,2.0480406,LOB
MJ Leach,0,-0.5872562,2.0729583,LOB
MJ Leach,3,-0.8067417,2.1240254,LOB
MJ Leach,0,1.1186157,2.177211,LOB
MJ Leach,0,0.9619132,2.2184428,LOB
MJ Leach,0,0.93713,2.0853984,LOB
MJ Leach,0,0.8638337,2.1173813,LOB
MJ Leach,0,0.8767276,2.0671118,LOB
MJ Leach,0,0.9954486,2.138197,LOB
MJ Leach,0,0.9758871,2.1550751,LOB
MJ Leach,0,0.8372181,2.0772885,LOB
MJ Leach,0,0.8998679,2.1896686,LOB
MJ Leach,0,0.9953918,2.0880898,LOB
MJ Leach,0,1.0050287,2.1525829,LOB
MJ Leach,1,0.8820415,2.0569911,LOB
MJ Leach,0,-0.764201,2.0833588,LOB
MJ Leach,0,-0.7162074,2.039382,LOB
JEK Rew,1,0.7326738,2.1602768,LOB
JEK Rew,0,-0.8579492,2.2210802,LOB
JEK Rew,0,-0.7949177,2.189206,LOB
JEK Rew,0,-0.8855093,2.1302712,LOB
JEK Rew,0,-0.8909161,2.1284148,LOB
CR Woakes,0,-0.5419294,2.0015545,RFM
CR Woakes,0,-0.6610457,2.0520469,RFM
CR Woakes,0,-0.566896,2.0189543,RFM
CR Woakes,0,-0.6487527,2.0773692,RFM
CR Woakes,0,-0.6345923,2.0218031,RFM
CR Woakes,0,-0.6085083,1.9489125,RFM
CR Woakes,1,-0.5364709,1.9573858,RFM
CR Woakes,0,-0.6196951,1.993518,RFM
CR Woakes,0,-0.5903418,1.9456707,RFM
CR Woakes,0,-0.6383416,1.9634739,RFM
CR Woakes,4,-0.7526781,2.0320464,RFM
CR Woakes,0,-0.5937484,2.0209455,RFM
CR Woakes,0,-0.5872928,2.0617925,RFM
CR Woakes,3,-0.6197918,2.0937106,RFM
CR Woakes,3,-0.764963,2.0100223,RFM
CN Miles,4,-0.6572531,1.9790276,RM
CN Miles,0,-0.6237055,2.0406094,RM
CN Miles,0,0.9189891,2.0891122,RM
CN Miles,4,0.8748706,2.0712272,RM
CN Miles,0,0.9090826,2.0588794,RM
CN Miles,0,0.9201381,2.1164743,RM
CN Miles,0,0.9233029,2.0864053,RM
CN Miles,0,0.9706073,2.1225559,RM
CN Miles,0,0.887153,2.0710783,RM
CN Miles,6,-0.7530442,2.0461021,RM
CN Miles,0,-0.6383814,1.9847245,RM
CN Miles,1,0.8568176,2.0513988,RM
CN Miles,1,-0.7016626,2.0556183,RM
CN Miles,4,0.9071715,2.090957,RM
CN Miles,0,0.8508449,2.0707552,RM
CN Miles,0,0.900108,2.1281067,RM
CN Miles,0,0.8978819,2.0845867,RM
CN Miles,1,0.8104239,2.0097175,RM
CN Miles,2,-0.6274759,2.0557159,RM
WMH Rhodes,0,-0.8634732,2.1167439,RM
WMH Rhodes,1,-0.9135859,2.1304682,RM
WMH Rhodes,0,-0.81191,2.0977168,RM
WMH Rhodes,2,-0.8101884,2.0706591,RM
WMH Rhodes,1,-0.7798334,2.0237845,RM
WMH Rhodes,0,0.6283268,2.086809,RM
WMH Rhodes,0,0.6481978,2.0677679,RM
WMH Rhodes,4,0.6607081,2.041831,RM
WMH Rhodes,0,0.7263358,2.1046473,RM
WMH Rhodes,0,0.7003886,2.1149665,RM
WMH Rhodes,0,-0.7090835,2.0637489,RM
WMH Rhodes,1,-0.8824945,2.1680682,RM
CR Woakes,0,-0.5618185,1.9905045,RFM
CR Woakes,0,-0.5950029,2.0787804,RFM
CR Woakes,0,-0.4954281,1.9990697,RFM
CR Woakes,0,-0.5145785,2.0641361,RFM
CR Woakes,0,-0.5536779,2.0579572,RFM
CR Woakes,0,-0.6857063,2.0422199,RFM
CR Woakes,0,-0.6095919,2.034403,RFM
CR Woakes,1,-0.6331564,2.0092422,RFM
CR Woakes,0,-0.5012549,2.078208,RFM
CR Woakes,0,-0.510951,2.0020746,RFM
CR Woakes,2,-0.5787005,2.0466003,RFM
CR Woakes,0,-0.55627,2.0151183,RFM
CR Woakes,0,-0.535443,2.0302203,RFM
CR Woakes,0,0.8864973,2.0441284,RFM
CR Woakes,0,-0.531439,2.0242995,RFM
CR Woakes,0,-0.778335,2.0339978,RFM
CR Woakes,0,-0.7260426,1.8727309,RFM
CR Woakes,0,-0.6169749,2.0209059,RFM
CR Woakes,0,-0.7210687,2.0023748,RFM
CR Woakes,0,-0.6876799,2.0132115,RFM
CR Woakes,0,-0.7277282,2.0216442,RFM
CR Woakes,0,-0.8660899,2.0376473,RFM
OJ Hannon-Dalby,0,-0.4754494,2.1585763,RM
OJ Hannon-Dalby,0,-0.5011984,2.2361721,RM
OJ Hannon-Dalby,0,-0.5364857,2.1574221,RM
OJ Hannon-Dalby,0,-0.5097333,2.1141824,RM
OJ Hannon-Dalby,1,-0.5078053,2.0804137,RM
OJ Hannon-Dalby,0,-0.5373979,2.125079,RM
OJ Hannon-Dalby,0,-0.5767651,2.1432383,RM
OJ Hannon-Dalby,0,-0.5944901,2.1501376,RM
OJ Hannon-Dalby,0,-0.5688869,2.1342694,RM
OJ Hannon-Dalby,1,-0.5004098,2.0857154,RM
OJ Hannon-Dalby,0,-0.4807284,2.1807765,RM
OJ Hannon-Dalby,0,-0.4884633,2.1117066,RM
OJ Hannon-Dalby,0,-0.5943736,2.1570715,RM
OJ Hannon-Dalby,3,-0.5465554,2.1826993,RM
OJ Hannon-Dalby,0,-0.5164522,2.1721044,RM
OJ Hannon-Dalby,0,-0.5511362,2.0923681,RM
OJ Hannon-Dalby,1,-0.5275735,2.2547895,RM
OJ Hannon-Dalby,0,-0.5400533,2.1964628,RM
OJ Hannon-Dalby,1,-0.592388,2.02848,RM
OJ Hannon-Dalby,0,-0.4588517,2.0955059,RM
CN Miles,4,-0.6335172,2.1165417,RM
CN Miles,0,-0.6919623,2.0874412,RM
CN Miles,2,-0.6029567,2.0751818,RM
CN Miles,1,-0.6296654,2.1133387,RM
CN Miles,0,-0.6147411,2.056277,RM
CN Miles,0,-0.6956846,2.0749201,RM
CN Miles,0,-0.6295949,2.0403536,RM
CN Miles,0,-0.7654323,2.0834569,RM
CN Miles,0,-0.6440149,2.1000214,RM
CN Miles,4,-0.7616704,1.9806778,RM
CN Miles,0,-0.6742199,2.0655891,RM
CN Miles,0,0.9298649,2.084784,RM
CN Miles,1,-0.6795643,2.0812202,RM
CN Miles,2,0.9253289,2.107491,RM
DR Mousley,1,-0.684578,2.1767777,ROB
CR Woakes,0,-0.5541794,2.0391565,RFM
CR Woakes,0,-0.5666561,1.9951277,RFM
CR Woakes,0,-0.4702115,2.0309277,RFM
CR Woakes,0,-0.5099831,1.9898879,RFM
CR Woakes,2,-0.7034046,1.9514558,RFM
CR Woakes,1,-0.7399414,2.0729513,RFM
EG Barnard,0,0.9675796,2.0554498,RFM
EG Barnard,0,0.9038663,1.9308079,RFM
EG Barnard,0,1.009442,2.021284,RFM
EG Barnard,1,0.8785801,1.9734378,RFM
EG Barnard,1,-0.719285,2.0006158,RFM
EG Barnard,0,-0.7772,1.9720755,RFM
EG Barnard,0,-0.7744722,1.9555634,RFM
EG Barnard,1,-0.8485691,2.050091,RFM
EG Barnard,0,0.8802868,2.0165933,RFM
EG Barnard,1,0.8687845,1.97057,RFM
EG Barnard,1,-0.8282016,2.0221487,RFM
EG Barnard,0,-0.6954005,1.9821594,RFM
Muhammad Abbas,0,-0.4362157,2.0734615,RM
Muhammad Abbas,0,0.7825382,2.0366692,RM
Muhammad Abbas,0,0.7978802,2.0508194,RM
Muhammad Abbas,0,0.7658222,2.0520129,RM
Muhammad Abbas,0,0.7833306,2.0787427,RM
Muhammad Abbas,0,0.7925854,2.0554478,RM
Muhammad Abbas,4,0.7408634,2.0778478,RM
Muhammad Abbas,0,0.7358818,2.0167734,RM
Muhammad Abbas,0,0.7873409,2.0080476,RM
Muhammad Abbas,0,0.7753421,2.0300363,RM
Muhammad Abbas,0,0.8123245,2.0812168,RM
Muhammad Abbas,0,0.7528632,2.0274659,RM
Muhammad Abbas,0,0.745276,2.0313917,RM
Muhammad Abbas,0,-0.4013029,1.9491976,RM
KHD Barker,4,-0.628627,2.0774107,LM
KHD Barker,0,-0.6854316,2.0986078,LM
KHD Barker,0,-0.707366,2.1467264,LM
KHD Barker,0,-0.6675281,2.0750146,LM
KHD Barker,0,-0.5921915,2.0261855,LM
KHD Barker,0,-0.6848552,2.0661995,LM
KJ Abbott,1,1.0070648,2.077166,RM
KJ Abbott,0,-0.5959494,2.0788438,RM
KJ Abbott,1,-0.714531,2.0452079,RM
KJ Abbott,0,1.0222563,2.0554638,RM
KJ Abbott,0,1.0483695,2.0372818,RM
KJ Abbott,4,1.0027983,2.0636466,RM
KHD Barker,0,-0.6655578,2.0951202,LM
KHD Barker,0,-0.6489989,2.1651925,LM
KHD Barker,0,-0.584587,2.0786808,LM
KHD Barker,0,-0.6407847,2.1258283,LM
KHD Barker,1,-0.6308079,2.1289262,LM
KHD Barker,4,0.5771344,2.1420382,LM
KJ Abbott,1,-0.7096946,2.0884297,RM
KJ Abbott,0,1.0591502,2.0466052,RM
KJ Abbott,1,1.0767408,2.0693728,RM
KJ Abbott,0,-0.6531904,2.0477314,RM
KJ Abbott,0,-0.673623,2.0865178,RM
KJ Abbott,0,-0.7227613,2.0659339,RM
KHD Barker,1,0.5729409,2.0766765,LM
KHD Barker,0,-0.6377843,2.0864591,LM
KHD Barker,0,-0.5729709,2.0739741,LM
KHD Barker,0,-0.5912662,2.023006,LM
KHD Barker,0,-0.6176954,2.0465795,LM
KJ Abbott,0,0.9496547,2.0563611,RM
KJ Abbott,0,0.9474368,2.0552854,RM
KJ Abbott,0,0.9391305,2.0309995,RM
KJ Abbott,0,1.0183227,2.041236,RM
KJ Abbott,0,1.0614563,2.0741973,RM
KHD Barker,0,-0.5624705,2.0328461,LM
KHD Barker,0,-0.6105703,2.0340522,LM
KHD Barker,4,-0.5942666,2.0216227,LM
KHD Barker,0,-0.7221353,2.102854,LM
KJ Abbott,0,1.0078706,2.0433582,RM
KJ Abbott,1,1.011404,2.0599302,RM
KJ Abbott,0,-0.6932273,2.1113381,RM
KJ Abbott,0,1.0186528,2.0914146,RM
KHD Barker,0,-0.5803706,1.9793422,LM
KHD Barker,0,-0.4999959,2.0443009,LM
KHD Barker,0,-0.7154434,2.0940203,LM
KJ Abbott,0,1.0501879,2.08311,RM
KJ Abbott,4,1.05485,2.0567617,RM
KJ Abbott,1,0.9305263,2.05588,RM
KJ Abbott,0,-0.6482478,2.0588598,RM
KHD Barker,1,0.6164409,2.1015718,LM
KHD Barker,0,-0.6788784,2.0847527,LM
KHD Barker,0,-0.6680733,2.1197762,LM
KHD Barker,0,0.5193467,2.0860163,LM
Muhammad Abbas,1,0.7577166,2.053289,RM
Muhammad Abbas,0,0.6917289,2.0415533,RM
Muhammad Abbas,0,0.7475732,2.0568921,RM
Muhammad Abbas,0,0.8188248,1.9835196,RM
KHD Barker,0,0.532481,1.9983876,LM
KHD Barker,0,0.5355942,2.0509843,LM
KHD Barker,0,0.623354,2.0216369,LM
Muhammad Abbas,0,0.787759,2.0458645,RM
Muhammad Abbas,1,1.0322834,2.0323983,RM
Muhammad Abbas,0,1.0614387,2.0542948,RM
Muhammad Abbas,0,0.6783562,2.0497087,RM
KHD Barker,0,0.6498577,2.0619371,LM
KHD Barker,1,0.5513589,2.0619167,LM
KHD Barker,0,0.5657838,1.7567435,LM
KHD Barker,0,0.6062031,1.9944729,LM
Muhammad Abbas,0,0.8363809,2.0487663,RM
Muhammad Abbas,0,0.7257587,2.0579469,RM
Muhammad Abbas,0,0.7212853,2.014699,RM
Muhammad Abbas,0,0.7136788,2.0475879,RM
Muhammad Abbas,1,1.0549257,2.0903111,RM
Muhammad Abbas,0,0.9116595,2.0417131,RM
JK Fuller,0,0.9024631,2.0435105,RFM
JK Fuller,0,0.8522371,2.0236817,RFM
JK Fuller,0,0.8505348,2.0401254,RFM
JK Fuller,4,0.9546564,2.0247033,RFM
JK Fuller,0,0.8359118,2.0005735,RFM
JK Fuller,1,0.8794858,2.0449591,RFM
Muhammad Abbas,0,0.7262451,2.0260458,RM
Muhammad Abbas,2,0.7034344,2.0281085,RM
Muhammad Abbas,0,0.8246139,2.0240601,RM
Muhammad Abbas,0,0.7765112,2.08675,RM
Muhammad Abbas,0,1.0337046,2.0529833,RM
JK Fuller,0,0.9510757,2.101482,RFM
JK Fuller,0,0.923616,2.0818988,RFM
JK Fuller,0,0.9529555,2.029711,RFM
JK Fuller,0,0.9112519,2.070824,RFM
JK Fuller,1,0.9530967,2.097506,RFM
Muhammad Abbas,1,1.0472676,2.0406085,RM
Muhammad Abbas,0,-0.3509492,2.0849657,RM
Muhammad Abbas,0,-0.40663,2.1099474,RM
Muhammad Abbas,1,-0.3787565,2.1018669,RM
Muhammad Abbas,0,0.891266,2.0570531,RM
Muhammad Abbas,0,0.7610336,2.055645,RM
JK Fuller,0,0.9119344,2.0503909,RFM
JK Fuller,2,0.9013099,2.0970277,RFM
JK Fuller,1,0.9297246,2.0654283,RFM
JK Fuller,0,-0.6722226,2.1237481,RFM
Muhammad Abbas,0,0.734471,2.0702241,RM
Muhammad Abbas,0,1.0380153,2.10358,RM
Muhammad Abbas,0,0.8875409,2.0603136,RM
Muhammad Abbas,0,1.0729225,2.0549894,RM
Muhammad Abbas,0,1.0591102,2.0647524,RM
Muhammad Abbas,0,1.0447105,2.0530621,RM
JK Fuller,1,-0.6323521,2.0225707,RFM
JK Fuller,3,0.8011214,1.9856015,RFM
JK Fuller,0,-0.6201584,2.0853522,RFM
JK Fuller,0,-0.6331862,2.0583364,RFM
KJ Abbott,2,0.9749195,2.0679629,RM
KJ Abbott,0,0.973845,2.092767,RM
KJ Abbott,0,0.9664266,2.0503733,RM
KJ Abbott,0,0.9735731,2.074785,RM
KJ Abbott,2,0.97377,2.0730847,RM
KJ Abbott,0,1.0469759,2.0556269,RM
FS Organ,0,0.718802,2.1072848,ROB
FS Organ,4,0.6096368,2.1169708,ROB
FS Organ,1,0.7365805,2.1997528,ROB
FS Organ,0,0.6403487,2.0784018,ROB
KJ Abbott,1,0.9611469,2.0672589,RM
KJ Abbott,0,1.0529912,2.0799007,RM
KJ Abbott,0,1.0453962,2.0622019,RM
KJ Abbott,4,0.9809811,2.0849448,RM
KJ Abbott,0,1.1001437,2.0733718,RM
KJ Abbott,0,0.9809018,2.0423086,RM
FS Organ,4,0.6426252,2.1149102,ROB
FS Organ,0,0.6812405,2.1500555,ROB
FS Organ,0,0.7603968,2.1368077,ROB
KJ Abbott,0,1.0513463,2.0705014,RM
KJ Abbott,0,0.8314582,2.0553907,RM
KJ Abbott,1,0.9307583,2.0556658,RM
KJ Abbott,0,0.9472123,2.0686066,RM
FS Organ,0,0.6462585,2.1428966,ROB
FS Organ,1,0.6852276,2.2048799,ROB
FS Organ,0,0.6893896,2.249667,ROB
FS Organ,0,0.6826316,2.1181812,ROB
FS Organ,1,0.6073639,2.1637315,ROB
Muhammad Abbas,0,0.6911806,2.0576514,RM
Muhammad Abbas,0,0.8685073,2.0444331,RM
Muhammad Abbas,0,0.829979,2.0418536,RM
Muhammad Abbas,0,0.8364287,2.0425587,RM
KHD Barker,0,0.6224895,2.077747,LM
KHD Barker,2,0.5888859,2.026046,LM
KHD Barker,2,0.6584146,2.1003893,LM
KHD Barker,1,0.6881445,2.0406225,LM
Muhammad Abbas,1,0.7874389,2.0901269,RM
Muhammad Abbas,1,0.6789364,2.0308076,RM
Muhammad Abbas,0,0.6340105,2.0370835,RM
Muhammad Abbas,0,0.8825536,2.0580576,RM
Muhammad Abbas,0,0.8189203,2.0202964,RM
Muhammad Abbas,0,0.8256857,2.0283816,RM
KHD Barker,0,0.6482081,2.1073868,LM
KHD Barker,0,0.6593187,2.0875658,LM
KHD Barker,1,0.660594,2.0841052,LM
KHD Barker,0,0.7025061,2.0827589,LM
KHD Barker,0,0.733246,2.1041373,LM
KHD Barker,1,-0.586352,2.0287227,LM
Muhammad Abbas,0,-0.4187149,2.0937037,RM
Muhammad Abbas,0,0.7567774,2.0338793,RM
Muhammad Abbas,0,1.0997244,2.0723017,RM
Muhammad Abbas,1,1.0024076,2.0129346,RM
KHD Barker,0,0.6012696,2.0162314,LM
KHD Barker,0,0.6063274,2.0791723,LM
KHD Barker,0,0.5944157,2.0602282,LM
KHD Barker,0,0.6150037,2.0467369,LM
Muhammad Abbas,0,-0.8293436,2.0477984,RM
Muhammad Abbas,0,-0.8427467,2.0473679,RM
Muhammad Abbas,0,-0.8437971,2.0533098,RM
Muhammad Abbas,0,-0.8639654,2.0388318,RM
KHD Barker,0,0.6838158,2.124212,LM
KHD Barker,0,0.7012448,2.065742,LM
KHD Barker,0,0.8136685,2.1100257,LM
KHD Barker,4,0.7785077,2.0324259,LM
Muhammad Abbas,3,-0.3894032,2.0220326,RM
Muhammad Abbas,0,0.6618146,2.041417,RM
Muhammad Abbas,1,0.6010343,1.7853285,RM
Muhammad Abbas,0,-0.8597394,2.0671551,RM
JK Fuller,1,-0.9336725,2.0722142,RFM
JK Fuller,1,-0.9527537,2.0552245,RFM
JK Fuller,0,0.8934205,2.0164129,RFM
JK Fuller,0,0.8090942,2.0066651,RFM
JK Fuller,0,0.8291589,2.0943517,RFM
KJ Abbott,0,-0.8015412,2.0611901,RM
KJ Abbott,0,-0.7536513,2.0542314,RM
KJ Abbott,0,-0.7271297,2.0674202,RM
KJ Abbott,1,-0.6274923,2.0577508,RM
KJ Abbott,0,1.0520152,1.992913,RM
KJ Abbott,0,0.9916648,1.9797989,RM
KJ Abbott,0,1.0909469,2.0134413,RM
JK Fuller,0,-1.0091055,2.1130061,RFM
JK Fuller,0,-1.0747984,2.1562101,RFM
JK Fuller,0,-0.9309033,2.0693224,RFM
KJ Abbott,0,1.0898569,2.0436661,RM
KJ Abbott,0,0.9987873,2.0653198,RM
KJ Abbott,0,-0.7288676,2.055258,RM
KJ Abbott,0,-0.742096,2.0423856,RM
JK Fuller,0,0.8677241,2.0933423,RFM
JK Fuller,0,-0.8587979,2.0662637,RFM
KJ Abbott,0,0.9900188,2.0621284,RM
KJ Abbott,0,1.0887692,2.1027584,RM
KJ Abbott,0,0.9871133,1.9933706,RM
KJ Abbott,4,0.9624375,2.0493474,RM
KJ Abbott,0,1.0304431,2.0125074,RM
KJ Abbott,0,0.9989573,2.0775578,RM
JK Fuller,1,-0.8014294,2.0178761,RFM
JK Fuller,0,0.9776234,2.0578464,RFM
LA Dawson,1,-0.5523236,1.9676663,LOB
LA Dawson,4,0.8188754,2.0095473,LOB
LA Dawson,1,0.756951,1.9644802,LOB
LA Dawson,1,-0.5359957,2.0408856,LOB
LA Dawson,0,0.8193101,2.0215351,LOB
JK Fuller,0,-0.9903445,2.1258873,RFM
JK Fuller,1,-1.0344476,2.1028813,RFM
JK Fuller,0,0.8420617,2.0728782,RFM
JK Fuller,0,0.9747127,2.0851775,RFM
LA Dawson,0,0.7510345,1.9757369,LOB
LA Dawson,0,0.7804032,1.9703814,LOB
LA Dawson,0,0.7998628,2.0030034,LOB
JK Fuller,0,0.9932484,2.0854112,RFM
JK Fuller,0,1.0775156,2.1066365,RFM
LA Dawson,1,-0.5847841,1.9809747,LOB
LA Dawson,4,0.7946943,1.9841114,LOB
LA Dawson,0,-0.5472357,1.9547718,LOB
LA Dawson,1,-0.5142104,2.0064545,LOB
LA Dawson,0,-0.5218236,1.9914148,LOB
LA Dawson,1,-0.5533546,2.0308913,LOB
FS Organ,0,-0.8712982,2.1172729,ROB
FS Organ,0,-0.842946,2.1367776,ROB
FS Organ,1,-0.8048332,2.136392,ROB
FS Organ,1,0.6757294,2.1587745,ROB
FS Organ,1,-0.782499,2.0744118,ROB
LA Dawson,0,-0.5025478,2.002572,LOB
LA Dawson,1,-0.5177154,2.0255044,LOB
LA Dawson,0,-0.4662589,2.0074507,LOB
LA Dawson,0,-0.5214648,2.0510721,LOB
LA Dawson,4,-0.4808591,2.0051789,LOB
FS Organ,1,-0.8414124,2.1407057,ROB
FS Organ,2,0.6397128,2.1317526,ROB
FS Organ,0,-0.7825664,2.0789145,ROB
FS Organ,0,-0.9306923,2.1128218,ROB
KHD Barker,0,0.5989596,2.1003344,LM
KHD Barker,0,-0.6576427,2.0832588,LM
KHD Barker,0,-0.7368002,2.1076654,LM
KHD Barker,0,-0.6731209,2.0658434,LM
FS Organ,0,-0.8761768,2.1254209,ROB
KHD Barker,0,-0.73697,2.0619649,LM
KHD Barker,1,-0.6697286,2.1033515,LM
KHD Barker,0,-0.7584079,2.0759882,LM
KHD Barker,0,-0.6902153,2.0701411,LM
KHD Barker,4,-0.641859,2.092622,LM
KHD Barker,0,-0.7009221,2.1247146,LM
FS Organ,1,-0.7760687,2.0691534,ROB
FS Organ,0,-0.8905902,2.0990262,ROB
FS Organ,0,-0.9921667,2.1137006,ROB
FS Organ,0,-1.0344468,2.17323,ROB
KHD Barker,2,-0.7296616,2.0691179,LM
KHD Barker,1,-0.6826974,2.0496605,LM
KHD Barker,0,-0.6591553,2.0800595,LM
KHD Barker,0,-0.634816,2.0902683,LM
KHD Barker,0,-0.6224669,2.0326224,LM
KHD Barker,0,-0.7355937,2.0434193,LM
KJ Abbott,0,-0.7106551,2.022759,RM
KJ Abbott,2,-0.7328425,2.0716091,RM
KJ Abbott,0,-0.7239014,2.0706398,RM
KJ Abbott,0,-0.7758662,1.9159157,RM
KJ Abbott,1,-0.654889,1.9997925,RM
KJ Abbott,1,-0.6478107,2.0525505,RM
KHD Barker,0,-0.657849,2.0750887,LM
KHD Barker,0,-0.7865879,2.1146519,LM
KHD Barker,0,-0.7411516,2.1226578,LM
KHD Barker,1,-0.6964982,2.1378557,LM
KJ Abbott,0,-0.574098,1.9621805,RM
KJ Abbott,0,-0.6567411,2.0341103,RM
KJ Abbott,0,-0.640564,2.0413769,RM
KJ Abbott,0,-0.7777388,2.0227603,RM
Muhammad Abbas,0,-0.8770088,2.1007407,RM
CR Woakes,0,-0.6600446,2.082368,RFM
CR Woakes,0,-0.6429333,2.1165426,RFM
CR Woakes,0,-0.5785281,2.0759571,RFM
CR Woakes,0,-0.6576026,2.0549569,RFM
CR Woakes,1,-0.6375561,2.027951,RFM
OJ Hannon-Dalby,0,-0.442211,2.1792887,RM
OJ Hannon-Dalby,0,0.9754179,2.085371,RM
CR Woakes,0,-0.6261133,2.1055943,RFM
CR Woakes,0,-0.5268547,2.0540834,RFM
CR Woakes,0,-0.7429962,2.0186749,RFM
CR Woakes,0,-0.5858535,2.0571618,RFM
CR Woakes,0,-0.4597534,2.0042966,RFM
OJ Hannon-Dalby,0,1.0543292,2.0718389,RM
OJ Hannon-Dalby,0,0.9561449,2.0904676,RM
OJ Hannon-Dalby,0,0.9695412,2.0074644,RM
OJ Hannon-Dalby,0,1.0103594,2.0584621,RM
OJ Hannon-Dalby,0,0.9814412,2.079611,RM
CR Woakes,0,-0.5404417,2.0339484,RFM
CR Woakes,0,-0.6390616,2.0462726,RFM
CR Woakes,0,-0.5744307,2.0191949,RFM
CR Woakes,0,-0.5962063,2.1072802,RFM
CR Woakes,0,-0.6200382,2.0917722,RFM
OJ Hannon-Dalby,1,0.9659833,2.0521154,RM
OJ Hannon-Dalby,0,-0.5292703,2.1396247,RM
OJ Hannon-Dalby,0,-0.5858649,2.1588064,RM
OJ Hannon-Dalby,0,-0.5592897,2.1502619,RM
CR Woakes,0,0.8658003,2.0632935,RFM
CR Woakes,0,0.8048047,2.0244293,RFM
CR Woakes,0,0.8615032,2.0502149,RFM
CR Woakes,0,0.925551,2.0720916,RFM
CR Woakes,0,0.9245355,2.1423972,RFM
OJ Hannon-Dalby,0,-0.5393872,2.100962,RM
EG Barnard,0,1.0501296,2.0497839,RFM
EG Barnard,1,0.931907,2.0446937,RFM
EG Barnard,0,-0.6833629,2.0291,RFM
EG Barnard,0,-0.7070922,2.0318129,RFM
EG Barnard,0,-0.6572905,1.9283398,RFM
OJ Hannon-Dalby,0,1.0309668,2.0465142,RM
EG Barnard,4,-0.6601475,2.0624201,RFM
EG Barnard,4,-0.7483492,2.0819647,RFM
EG Barnard,0,-0.7354147,2.0376209,RFM
EG Barnard,1,-0.6060669,1.9713818,RFM
