Bowler,Runs,ReleaseY,ReleaseZ,Bowler Type
A Jordan,0,0.6108448,2.0179298,RFM
A Jordan,1,0.6724918,2.0889075,RFM
A Jordan,0,-0.6903674,2.1492886,RFM
A Jordan,2,-0.8529897,2.1317805,RFM
MW Parkinson,0,-0.7943536,1.8999718,RLB
MW Parkinson,1,-0.8486176,1.8713883,RLB
MW Parkinson,0,-0.6963341,1.8810646,RLB
MW Parkinson,1,-0.6615067,1.8526337,RLB
A Jordan,0,-0.6367994,2.0788237,RFM
A Jordan,0,-0.7167841,2.0745159,RFM
A Jordan,1,-0.7801686,2.1036617,RFM
A Jordan,2,0.8900906,2.1424869,RFM
A Jordan,1,0.5934723,2.102373,RFM
A Jordan,0,-0.9561635,2.0869072,RFM
MW Parkinson,0,-0.7601147,1.8751959,RLB
MW Parkinson,1,-0.7423296,1.8842192,RLB
MW Parkinson,0,-0.7067177,1.8750521,RLB
MW Parkinson,0,-0.7363644,1.8771308,RLB
MW Parkinson,0,-0.6994403,1.8542676,RLB
MW Parkinson,0,-0.6642626,1.8594103,RLB
A Jordan,1,0.6974443,2.0689638,RFM
A Jordan,0,-0.9119207,2.0736023,RFM
A Jordan,0,-0.8475978,2.1306384,RFM
A Jordan,1,-0.9699281,2.0946815,RFM
A Jordan,0,0.6282296,2.0433029,RFM
A Jordan,2,0.4927048,2.0822754,RFM
MW Parkinson,0,-0.6744774,1.8772914,RLB
MW Parkinson,0,-0.6860137,1.8892148,RLB
MW Parkinson,1,-0.7248359,1.8586518,RLB
MW Parkinson,1,0.9223455,1.8820517,RLB
MW Parkinson,0,-0.7343002,1.8659764,RLB
MW Parkinson,0,-0.7094544,1.8596956,RLB
MW Parkinson,1,0.9650791,1.8983103,RLB
MW Parkinson,0,-0.6595428,1.8984208,RLB
MW Parkinson,0,-0.6935015,1.8489983,RLB
JA Leaning,1,0.9939144,2.2126959,ROB
JA Leaning,0,-0.8084743,2.2122943,ROB
JA Leaning,3,-0.6040339,2.1747987,ROB
JA Leaning,1,1.0479851,2.2146594,ROB
JA Leaning,0,-0.7386953,2.2000971,ROB
JA Leaning,1,-0.7308906,2.2112032,ROB
MW Parkinson,3,-0.6978088,1.8705809,RLB
MW Parkinson,0,0.8669628,1.8863242,RLB
MW Parkinson,0,0.8306832,1.9069198,RLB
MW Parkinson,1,0.8831085,1.8647309,RLB
MW Parkinson,0,-0.7747124,1.8770081,RLB
JA Leaning,0,-0.7780814,2.1959272,ROB
JA Leaning,2,-0.7007614,2.1913306,ROB
JA Leaning,0,-0.7503418,2.1725162,ROB
JA Leaning,0,-0.6915882,2.1808247,ROB
MW Parkinson,0,0.9079308,1.8685542,RLB
MW Parkinson,0,0.9118535,1.8890149,RLB
MW Parkinson,0,0.9211334,1.8702179,RLB
MW Parkinson,4,-0.6596557,1.8763006,RLB
MW Parkinson,1,-0.7114922,1.8567257,RLB
JA Leaning,0,0.9495209,2.2565971,ROB
JA Leaning,0,0.9032031,2.1597886,ROB
JA Leaning,1,0.8752373,2.1932678,ROB
MW Parkinson,0,-0.6782986,1.8511451,RLB
MW Parkinson,0,-0.7559654,1.8647482,RLB
MW Parkinson,1,-0.7219037,1.8584397,RLB
MW Parkinson,1,-0.6849965,1.8631829,RLB
MW Parkinson,1,0.9033481,1.8637255,RLB
MW Parkinson,1,0.8986898,1.8612321,RLB
JA Leaning,0,-0.7671642,2.1716885,ROB
JA Leaning,1,-0.7290834,2.1634302,ROB
MW Parkinson,0,-0.75784,1.8645249,RLB
MW Parkinson,0,-0.6745364,1.8656699,RLB
MW Parkinson,0,-0.6490496,1.840709,RLB
MW Parkinson,0,-0.7242083,1.8731281,RLB
MW Parkinson,4,-0.7086044,1.8559704,RLB
JA Leaning,0,-0.7015265,2.2185167,ROB
JA Leaning,4,-0.7040153,2.2016159,ROB
JA Leaning,0,-0.7089779,2.1846288,ROB
JA Leaning,1,-0.6823549,2.1797571,ROB
JA Leaning,0,-0.7344231,2.1360788,ROB
JA Leaning,1,-0.6596339,2.1790826,ROB
MW Parkinson,0,-0.6724926,1.8682557,RLB
MW Parkinson,0,-0.7524591,1.8626838,RLB
MW Parkinson,0,-0.6826221,1.8415303,RLB
JA Leaning,0,-0.8038654,2.1896058,ROB
JA Leaning,0,-0.7887623,2.1786914,ROB
JA Leaning,0,-0.7250946,2.1754682,ROB
JA Leaning,2,-0.7342425,2.2082816,ROB
JA Leaning,0,-0.8007921,2.2577185,ROB
MW Parkinson,1,-0.746408,1.9000708,RLB
MW Parkinson,1,-0.7421694,1.8885612,RLB
MW Parkinson,0,-0.7383844,1.8533684,RLB
JA Leaning,0,-0.6828713,2.1736522,ROB
JA Leaning,1,-0.7295806,2.1770104,ROB
JA Leaning,0,-0.7008547,2.1694364,ROB
MW Parkinson,0,-0.6916727,1.871161,RLB
MW Parkinson,0,-0.7121524,1.851433,RLB
MW Parkinson,1,-0.7396447,1.8461378,RLB
JA Leaning,1,-0.7158876,2.1716204,ROB
JA Leaning,0,0.8449705,2.203101,ROB
MW Parkinson,1,-0.7324393,1.8777091,RLB
MW Parkinson,1,-0.7456694,1.8676986,RLB
MW Parkinson,0,-0.7313623,1.8581356,RLB
MW Parkinson,0,-0.7007726,1.8332281,RLB
MW Parkinson,0,-0.7620391,1.8671684,RLB
GA Garrett,4,-0.7580752,2.2112223,RM
GA Garrett,3,-0.7724218,2.2085651,RM
GA Garrett,1,-0.7240996,2.2685581,RM
GA Garrett,0,-0.8333503,2.2096603,RM
GA Garrett,0,-0.7783325,2.1984591,RM
GA Garrett,4,-0.7650691,2.2482488,RM
NN Gilchrist,0,-0.4290069,2.0843407,RFM
NN Gilchrist,0,-0.5444304,2.1084225,RFM
NN Gilchrist,0,-0.5975938,2.1292108,RFM
NN Gilchrist,1,-0.5734142,2.1452073,RFM
NN Gilchrist,0,-0.5498041,2.0755673,RFM
GA Garrett,0,-0.8285597,2.1725912,RM
GA Garrett,0,-0.8616768,2.211327,RM
GA Garrett,0,-0.8014259,2.1041895,RM
GA Garrett,1,-0.89151,2.1874567,RM
GA Garrett,0,-0.8557636,2.2334081,RM
GA Garrett,0,-0.7995966,2.1666555,RM
NN Gilchrist,0,-0.5388993,2.1433979,RFM
NN Gilchrist,0,-0.6380469,2.1451248,RFM
NN Gilchrist,0,-0.6025843,2.111439,RFM
NN Gilchrist,3,-0.6275291,2.1052813,RFM
NN Gilchrist,0,-0.615538,2.1300262,RFM
GA Garrett,1,-0.7488978,2.2108543,RM
GA Garrett,0,-0.842505,2.1706878,RM
GA Garrett,0,-0.933901,2.1604975,RM
GA Garrett,4,-0.8362848,2.1883992,RM
GA Garrett,1,-0.8201542,2.0888214,RM
NN Gilchrist,0,-0.5346818,2.0103217,RFM
NN Gilchrist,0,-0.6511919,2.0987408,RFM
NN Gilchrist,0,-0.6553602,2.1142589,RFM
NN Gilchrist,0,-0.6247967,2.09348,RFM
NN Gilchrist,0,-0.6739921,1.9676701,RFM
NN Gilchrist,0,-0.7307571,2.0609444,RFM
A Jordan,0,-0.7731497,2.130774,RFM
A Jordan,1,-0.6915819,2.0716445,RFM
A Jordan,0,-0.7076071,2.0447452,RFM
A Jordan,0,-0.72353,2.0484836,RFM
NN Gilchrist,0,-0.6406326,2.102898,RFM
NN Gilchrist,0,-0.6775681,2.07662,RFM
NN Gilchrist,0,-0.7041814,2.0381486,RFM
NN Gilchrist,0,-0.6918178,2.0249893,RFM
A Jordan,0,-0.761337,2.0944637,RFM
A Jordan,0,-0.7665701,2.0830886,RFM
A Jordan,4,-0.8882497,2.1429175,RFM
A Jordan,0,-0.7231194,2.1063218,RFM
A Jordan,4,-0.7466348,2.0790551,RFM
JDM Evison,1,-0.6704909,1.9782552,RM
JDM Evison,0,-0.6233301,1.9645533,RM
JDM Evison,0,-0.694084,1.9670327,RM
JDM Evison,0,-0.6703747,1.9279965,RM
JDM Evison,0,-0.7085571,1.9125368,RM
A Jordan,0,-0.7205439,2.1183931,RFM
A Jordan,0,-0.7601899,2.0726781,RFM
A Jordan,4,-0.7627109,2.0884888,RFM
A Jordan,0,-0.6522311,2.0479041,RFM
A Jordan,4,-0.9481558,2.0807393,RFM
JDM Evison,0,-0.621688,1.9907069,RM
JDM Evison,0,-0.6560321,1.9347905,RM
JDM Evison,0,-0.6674254,1.9277992,RM
JDM Evison,0,-0.8984359,1.9445563,RM
JDM Evison,0,-0.8066055,1.9460101,RM
JDM Evison,0,-1.0625372,1.9964763,RM
GA Garrett,4,-0.7237112,2.2277204,RM
GA Garrett,0,-0.6749384,2.1836065,RM
GA Garrett,1,-0.6827826,2.1646406,RM
GA Garrett,0,-0.7088742,2.2078458,RM
NN Gilchrist,1,-0.6726514,2.1471246,RFM
NN Gilchrist,4,-0.6449945,2.0821172,RFM
NN Gilchrist,0,-0.6908443,2.0903872,RFM
GA Garrett,0,-0.8610516,2.238278,RM
GA Garrett,1,-0.6419949,2.2144413,RM
GA Garrett,1,-0.7236153,2.1834754,RM
GA Garrett,2,-0.6378232,2.2008068,RM
NN Gilchrist,0,-0.7026764,2.078441,RFM
NN Gilchrist,1,-0.685026,2.1015389,RFM
NN Gilchrist,0,-0.7249898,2.0109829,RFM
NN Gilchrist,0,-0.7788919,2.1217018,RFM
NN Gilchrist,0,-0.8194615,2.0982552,RFM
GA Garrett,1,-0.7926695,2.1999727,RM
GA Garrett,2,-0.819789,2.2183065,RM
GA Garrett,1,-0.9532275,2.2161488,RM
GA Garrett,0,-0.8418739,2.21396,RM
GA Garrett,0,-0.8369937,2.1729655,RM
GA Garrett,1,-0.8410278,2.2247171,RM
NN Gilchrist,0,-0.685173,2.0879645,RFM
NN Gilchrist,0,-0.7391464,2.106537,RFM
NN Gilchrist,0,-0.6824119,2.1141259,RFM
NN Gilchrist,2,-0.727508,2.022332,RFM
NN Gilchrist,0,-0.7413188,2.1336412,RFM
NN Gilchrist,0,-0.807853,2.094894,RFM
GA Garrett,0,-0.8815282,2.1965593,RM
GA Garrett,0,-0.8816958,2.2428098,RM
GA Garrett,0,-0.9169238,2.2164687,RM
GA Garrett,0,-0.9606358,2.2531137,RM
GA Garrett,0,-0.8364013,2.2271074,RM
NN Gilchrist,0,-0.6931828,2.09944,RFM
NN Gilchrist,1,-0.6457255,2.1323961,RFM
NN Gilchrist,0,-0.6175162,2.0916267,RFM
NN Gilchrist,0,-0.674001,2.0580081,RFM
GA Garrett,0,-0.8057611,2.1988873,RM
GA Garrett,0,-0.8475765,2.2410732,RM
GA Garrett,2,-0.8218975,2.2762228,RM
GA Garrett,0,-0.8727796,2.1759236,RM
NN Gilchrist,0,-0.7253609,1.7971657,RFM
NN Gilchrist,1,-0.6855042,2.0859805,RFM
NN Gilchrist,0,-0.824505,2.1532183,RFM
NN Gilchrist,2,-0.7084532,2.0570571,RFM
A Jordan,0,-0.7242032,2.1169093,RFM
A Jordan,0,-0.7334855,2.0788945,RFM
LJ Fletcher,0,-0.622758,2.2446421,RM
LJ Fletcher,0,-0.5556218,2.2160253,RM
LJ Fletcher,1,-0.7070912,2.2963033,RM
LJ Fletcher,4,-0.5413575,2.2188962,RM
LJ Fletcher,0,-0.5541571,2.2687133,RM
LJ Fletcher,4,-0.6372936,2.2892358,RM
LJ Fletcher,0,-0.6602342,2.3369667,RM
LJ Fletcher,0,-0.657751,2.3450933,RM
LJ Fletcher,0,-0.6291962,2.2681233,RM
LJ Fletcher,2,-0.6453316,2.287265,RM
LJ Fletcher,1,-0.6349984,2.2302424,RM
JA Duffy,4,-0.7983926,1.9934315,RFM
JA Duffy,0,-0.847505,1.9729707,RFM
JA Duffy,4,-0.90832,1.9732808,RFM
LJ Fletcher,0,-0.6778944,2.300762,RM
LJ Fletcher,0,-0.6341755,2.2337104,RM
LJ Fletcher,0,-0.5920925,2.2504541,RM
LJ Fletcher,0,-0.6737579,2.3065776,RM
JA Duffy,0,-0.7469356,1.9656498,RFM
JA Duffy,0,-0.8666395,1.9865796,RFM
JA Duffy,0,-0.8493263,1.9727976,RFM
JA Duffy,0,-0.7816786,1.9473153,RFM
LJ Fletcher,0,-0.7510194,2.2702239,RM
LJ Fletcher,0,-0.6726373,2.2742696,RM
LJ Fletcher,0,-0.771043,2.2591674,RM
LJ Fletcher,0,-0.6858581,2.2779578,RM
LJ Fletcher,2,-0.6017446,2.2516653,RM
LJ Fletcher,0,-0.6604635,2.2299721,RM
JA Duffy,4,-0.7698704,1.9365149,RFM
JA Duffy,0,-0.8764868,2.0676076,RFM
JA Duffy,0,-1.0555884,2.0106092,RFM
JA Duffy,0,-0.8482456,1.9945785,RFM
JA Duffy,4,-0.7505291,1.9506364,RFM
LJ Fletcher,0,-0.620257,2.2178505,RM
LJ Fletcher,0,-0.8385177,2.3170698,RM
LJ Fletcher,0,-0.7088302,2.1943885,RM
LJ Fletcher,0,-0.6232121,2.298961,RM
LJ Fletcher,0,-0.6532289,2.1702173,RM
LW James,0,-0.5480862,2.0425831,RM
LW James,0,-0.5920091,2.0824596,RM
LW James,0,-0.5770184,2.0718835,RM
LW James,0,-0.5522939,2.0480294,RM
LW James,0,-0.5316961,2.0687915,RM
LW James,0,-0.5768502,2.0868946,RM
LW James,0,-0.6074978,2.0817438,RM
LJ Fletcher,0,-0.6553411,2.2212046,RM
LJ Fletcher,0,-0.6439003,2.2575485,RM
LJ Fletcher,0,-0.7636012,2.2918276,RM
LJ Fletcher,0,-0.6856114,2.2923884,RM
LJ Fletcher,0,-0.6568064,2.2229416,RM
LJ Fletcher,3,-0.564248,2.2518192,RM
LW James,0,-0.6078828,2.0596305,RM
LW James,0,-0.7008981,2.0915095,RM
LW James,0,-0.6140689,2.0083356,RM
LJ Fletcher,0,-0.6738242,2.2467971,RM
LJ Fletcher,0,-0.6510616,2.2514488,RM
LJ Fletcher,0,-0.6583781,2.2373366,RM
LJ Fletcher,0,-0.7196972,2.2710277,RM
LJ Fletcher,0,-0.603787,2.2439686,RM
LJ Fletcher,1,-0.6425455,2.2211655,RM
LW James,0,-0.5682658,2.0529003,RM
LW James,0,-0.5822332,2.0296341,RM
LW James,2,-0.5826058,2.1389974,RM
LW James,0,-0.5325742,1.9094027,RM
LW James,0,-0.5848127,2.0735552,RM
LW James,0,-0.5825391,2.0783224,RM
LJ Fletcher,0,-0.6715915,2.2246934,RM
LJ Fletcher,0,-0.5944699,2.2718247,RM
LJ Fletcher,0,-0.5170241,2.1501742,RM
LJ Fletcher,4,-0.6537938,2.2759832,RM
LJ Fletcher,3,-0.61156,2.210319,RM
LJ Fletcher,0,-0.7107246,2.2680112,RM
LW James,0,-0.5916898,2.0390888,RM
LW James,0,-0.5260942,2.0790057,RM
LW James,0,-0.6396979,2.0336381,RM
LW James,0,-0.609249,2.1013593,RM
LJ Fletcher,1,-0.7374542,2.2843787,RM
LJ Fletcher,0,-0.5729429,2.2980826,RM
LJ Fletcher,4,-0.5931469,2.2678217,RM
LJ Fletcher,0,-0.6165199,2.1418615,RM
LJ Fletcher,0,-0.5545757,2.2110235,RM
LW James,1,-0.5863104,2.069616,RM
LW James,0,-0.5987149,2.0218623,RM
LW James,1,-0.5946566,2.0522993,RM
LW James,0,-0.5609661,2.0836816,RM
LW James,1,-0.6168431,2.1004485,RM
R Lord,1,-0.3991502,2.2565226,RM
R Lord,0,-0.3984171,2.2312399,RM
R Lord,3,-0.4148877,2.2152287,RM
R Lord,0,-0.3642058,2.2465349,RM
LW James,0,-0.5539178,2.0128746,RM
LW James,0,-0.5704502,2.0382338,RM
LW James,0,-0.5702937,2.0799488,RM
LW James,0,-0.645268,2.0734564,RM
LW James,1,-0.5737152,2.1112779,RM
LW James,0,-0.5697848,2.018084,RM
LW James,0,-0.6123756,2.0440082,RM
R Lord,0,-0.3320272,2.2209067,RM
R Lord,0,-0.3516811,2.1861047,RM
R Lord,0,-0.4063014,2.2106782,RM
R Lord,0,-0.4335985,2.2371841,RM
R Lord,1,-0.4289935,2.2153115,RM
R Lord,0,-0.4495269,2.2096692,RM
LW James,1,-0.5965073,2.0605929,RM
LW James,1,-0.5743603,2.0159202,RM
LW James,0,-0.5674611,2.0662512,RM
LW James,0,-0.5166143,2.1270574,RM
R Lord,0,-0.3983758,2.2593303,RM
R Lord,4,-0.4382631,2.234636,RM
R Lord,0,-0.4278647,2.1575998,RM
R Lord,0,-0.375879,2.2244483,RM
R Lord,0,-0.4478907,2.2022099,RM
R Lord,0,-0.4240056,2.196761,RM
LW James,0,-0.5540392,2.0688327,RM
LW James,0,-0.5095451,2.0427315,RM
LW James,0,-0.6644987,2.1033907,RM
LW James,0,-0.6255686,2.0519024,RM
R Lord,4,-0.3500648,2.2311876,RM
R Lord,4,-0.4405365,2.1401977,RM
R Lord,0,-0.3869952,2.2144082,RM
R Lord,0,-0.4691751,2.1805043,RM
R Lord,2,-0.3644636,2.1944388,RM
F Ahmed,0,-0.7551096,1.9549399,ROB
F Ahmed,0,-0.8025531,1.9771496,ROB
F Ahmed,0,-0.7444611,1.9584381,ROB
F Ahmed,0,-0.7359893,1.9492743,ROB
JA Duffy,0,-0.7403418,1.9968659,RFM
F Ahmed,0,-0.8134478,1.9562084,ROB
F Ahmed,0,-0.7216753,1.963961,ROB
F Ahmed,1,-0.6932911,1.9700545,ROB
F Ahmed,0,-0.7681322,1.9769371,ROB
F Ahmed,0,-0.7735284,1.9931129,ROB
F Ahmed,0,-0.7681001,1.979881,ROB
JA Duffy,1,-0.6991546,2.0316021,RFM
JA Duffy,0,-0.6894358,2.0127433,RFM
F Ahmed,4,-0.7310828,1.9750079,ROB
F Ahmed,0,-0.8107495,1.9727753,ROB
JA Duffy,1,-0.7183456,1.9755844,RFM
JA Duffy,0,-0.7159264,1.9789774,RFM
F Ahmed,0,-0.7721955,1.9802391,ROB
F Ahmed,0,-0.7689894,1.9576371,ROB
F Ahmed,0,-0.755627,1.9648458,ROB
F Ahmed,0,-0.7425657,1.9422707,ROB
JA Duffy,1,-0.7709944,2.0536699,RFM
JA Duffy,0,-0.5787983,1.9271827,RFM
JA Duffy,0,-0.7052895,1.9988504,RFM
JA Duffy,0,-0.7309611,1.9821353,RFM
JA Duffy,4,-0.6900022,2.0231932,RFM
JA Duffy,4,-0.7044571,2.0005788,RFM
F Ahmed,0,-0.7095312,1.9699786,ROB
F Ahmed,1,-0.8182095,1.9976368,ROB
F Ahmed,1,-0.7976107,1.938093,ROB
F Ahmed,1,-0.8603801,2.0191454,ROB
R Lord,0,-0.3609222,2.2327874,RM
R Lord,0,-0.4597182,2.1976451,RM
R Lord,0,-0.384907,2.2045261,RM
R Lord,2,-0.3447087,2.2293986,RM
R Lord,0,-0.3862239,2.1989001,RM
R Lord,6,-0.3374566,2.1379024,RM
F Ahmed,0,-0.7512486,1.9467434,ROB
F Ahmed,4,-0.7265426,1.9454057,ROB
F Ahmed,0,0.9813075,1.9832022,ROB
F Ahmed,0,0.9530458,1.9508662,ROB
LW James,0,-0.6061862,2.0314023,RM
LW James,0,-0.5789459,2.0226607,RM
LW James,0,-0.5339319,2.0639897,RM
LW James,0,-0.5996443,2.1005986,RM
LW James,0,-0.5402835,2.0971113,RM
LW James,4,-0.5070301,2.1367325,RM
F Ahmed,0,0.9446384,1.9491131,ROB
F Ahmed,1,1.0036196,1.9564119,ROB
F Ahmed,0,0.9309266,1.9195307,ROB
F Ahmed,0,0.9388454,1.9620268,ROB
LW James,1,-0.5617188,2.0927313,RM
LW James,0,-0.5891844,2.0834235,RM
LW James,0,-0.5145609,2.0642275,RM
LW James,0,-0.5887647,2.1117475,RM
LW James,0,-0.5122035,2.0845548,RM
LW James,0,-0.5653561,2.1048863,RM
F Ahmed,0,0.9419324,1.958747,ROB
F Ahmed,1,0.9691167,1.9530834,ROB
F Ahmed,0,0.9780252,1.9862207,ROB
F Ahmed,0,0.9490706,1.9595844,ROB
F Ahmed,0,0.908807,1.9595151,ROB
F Ahmed,2,0.9174238,1.9346053,ROB
LW James,0,-0.4793701,2.1057493,RM
LW James,0,-0.5679552,2.1285501,RM
LW James,1,-0.5760289,2.1048285,RM
LW James,0,-0.5744368,2.0736507,RM
LW James,0,-0.5209574,2.0869108,RM
LW James,2,-0.5822625,2.1139243,RM
F Ahmed,0,0.9267079,1.9701948,ROB
F Ahmed,0,0.9490256,1.9571701,ROB
F Ahmed,0,0.9663123,1.9537305,ROB
F Ahmed,0,0.905785,1.9682422,ROB
F Ahmed,0,0.9404791,1.9592842,ROB
F Ahmed,0,0.9784605,1.959887,ROB
LW James,0,-0.5222052,2.0929085,RM
LW James,0,-0.4888345,2.1030489,RM
LW James,0,-0.5037214,2.1256628,RM
LW James,0,-0.5822211,2.0647916,RM
LW James,1,-0.4887471,2.1100834,RM
LW James,0,-0.6001087,2.0844811,RM
F Ahmed,0,0.957718,1.9851379,ROB
F Ahmed,0,0.9965541,2.0284603,ROB
F Ahmed,0,-0.776205,1.9580671,ROB
LW James,0,-0.5018819,2.0731791,RM
LW James,2,-0.5815376,2.0970368,RM
LW James,0,-0.5109346,2.1010067,RM
LW James,4,-0.5127122,2.0818711,RM
LW James,1,-0.520139,2.0987779,RM
LW James,0,-0.5761387,2.1334005,RM
F Ahmed,1,0.8823041,1.9888564,ROB
F Ahmed,0,0.8446053,1.9703709,ROB
F Ahmed,0,0.9635519,1.9738005,ROB
F Ahmed,0,0.9194257,1.9606029,ROB
JA Duffy,0,-0.7569173,2.0521649,RFM
JA Duffy,1,-0.7010934,1.9372673,RFM
JA Duffy,0,-0.7243235,2.0010832,RFM
JA Duffy,0,-0.6962666,1.8710204,RFM
F Ahmed,0,0.9515854,1.9712923,ROB
F Ahmed,0,0.9767684,1.9612691,ROB
JA Duffy,0,-0.7403889,1.9998481,RFM
JA Duffy,0,-0.7368295,2.0126601,RFM
JA Duffy,0,-0.7693982,2.0092084,RFM
JA Duffy,0,-0.7870697,2.0314969,RFM
F Ahmed,1,0.9396049,1.9505956,ROB
F Ahmed,0,0.9562124,1.94943,ROB
F Ahmed,0,0.9585477,1.9665502,ROB
F Ahmed,0,1.00478,1.9463586,ROB
F Ahmed,0,0.9982911,1.9782271,ROB
JA Duffy,0,-0.7377204,1.9975257,RFM
JA Duffy,4,-0.7316848,1.9881623,RFM
JA Duffy,0,-0.7668618,2.0050696,RFM
F Ahmed,0,0.9697406,1.9764046,ROB
F Ahmed,1,0.9417963,1.9453006,ROB
F Ahmed,0,1.0206656,1.9598351,ROB
JA Duffy,0,-0.9284583,2.0218455,RFM
JA Duffy,1,-0.9175471,2.0076535,RFM
JA Duffy,0,0.9211985,2.0418781,RFM
JA Duffy,0,0.7669593,2.0355415,RFM
F Ahmed,0,0.9442351,1.9449885,ROB
F Ahmed,1,-0.7905706,1.9398727,ROB
F Ahmed,0,0.9334201,1.9460824,ROB
JA Duffy,0,-0.7834573,2.0416232,RFM
JA Duffy,0,-0.8022928,2.0519151,RFM
JA Duffy,1,-0.7275247,2.0112188,RFM
JA Duffy,0,-0.7635339,2.0362573,RFM
JA Duffy,0,-0.7513012,2.0126979,RFM
F Ahmed,0,0.9516122,1.9321401,ROB
JA Duffy,0,-0.6070248,1.9983384,RFM
JA Duffy,0,-0.7367103,2.0283137,RFM
JA Duffy,4,-0.8360274,2.027542,RFM
R Lord,0,-0.299045,2.024695,RM
R Lord,4,-0.5250346,2.1568672,RM
JA Duffy,0,-0.751897,1.9892419,RFM
JA Duffy,0,-0.7695388,1.9931768,RFM
R Lord,2,-0.4153981,2.1583344,RM
R Lord,0,-0.4281962,2.1735566,RM
R Lord,2,-0.4650379,2.1618708,RM
R Lord,0,-0.4690526,2.12621,RM
JA Duffy,0,-0.8156004,1.9948842,RFM
JA Duffy,0,-0.7945032,1.9880323,RFM
JA Duffy,0,-0.7544106,2.0461228,RFM
R Lord,0,-0.3715707,2.1990979,RM
R Lord,0,-0.4214206,2.1669481,RM
JA Duffy,0,-0.8952656,2.0016949,RFM
JA Duffy,0,-0.9281777,2.0558518,RFM
JA Duffy,0,-0.8459974,2.0076263,RFM
JA Duffy,0,-0.9072956,2.040939,RFM
LW James,0,0.9861563,2.0159489,RM
LW James,0,1.0879394,2.0942254,RM
LW James,0,1.0047224,2.0717598,RM
LW James,0,1.1507123,2.1037398,RM
LW James,0,0.9694337,2.0120146,RM
R Lord,1,-0.375755,2.2534461,RM
R Lord,0,-0.4083893,2.1649314,RM
LW James,0,0.9642374,2.0508784,RM
LW James,0,1.0411404,2.0706527,RM
LW James,0,1.0147912,1.9692747,RM
LW James,0,-0.5031821,2.0160155,RM
LW James,0,-0.485645,2.0322927,RM
R Lord,6,-0.4388939,2.1035968,RM
F Ahmed,0,0.9687555,1.9633419,ROB
F Ahmed,1,1.0370405,1.9594947,ROB
LW James,0,1.0329096,2.1402977,RM
LW James,0,1.0914051,2.0924465,RM
LW James,0,0.9465766,2.0014363,RM
LW James,0,0.9964137,2.0689628,RM
F Ahmed,0,1.0092915,1.9515394,ROB
F Ahmed,0,0.9693248,1.9299693,ROB
F Ahmed,0,1.0386383,1.9359132,ROB
F Ahmed,1,1.0595106,1.9441034,ROB
LW James,0,0.961047,2.0089432,RM
LW James,0,1.0192035,2.0361807,RM
LW James,1,0.9915619,2.0216327,RM
LW James,0,-0.5010578,1.999179,RM
LW James,0,-0.530885,2.0664167,RM
LW James,2,-0.5297782,2.0764027,RM
LW James,0,-0.4648186,2.0560086,RM
F Ahmed,1,1.0020985,1.9243248,ROB
F Ahmed,0,-0.7221223,1.9334924,ROB
LW James,0,1.0259111,2.0974237,RM
LW James,0,1.1216878,2.1753744,RM
LW James,4,1.0633317,2.0871024,RM
LW James,0,1.0059126,2.0770328,RM
LW James,1,0.9455324,2.0003508,RM
LW James,0,-0.5147769,2.0616913,RM
LW James,1,-0.6903689,2.0819057,RM
F Ahmed,1,-0.7205395,1.9400828,ROB
F Ahmed,1,0.9782123,1.9346104,ROB
F Ahmed,0,-0.7625881,1.9259484,ROB
F Ahmed,1,-0.7763107,1.9330356,ROB
F Ahmed,0,0.9461049,1.9483601,ROB
LW James,0,-0.4588014,2.0753854,RM
LW James,0,-0.5581717,2.0345189,RM
LW James,4,-0.5574034,2.0856438,RM
LW James,1,-0.5329553,1.9782668,RM
LW James,0,0.908067,1.9662215,RM
LW James,0,0.9828575,2.0426786,RM
F Ahmed,4,0.8303817,1.894543,ROB
F Ahmed,0,0.9703856,1.9257736,ROB
F Ahmed,0,0.9591949,1.9263308,ROB
F Ahmed,0,0.9260766,1.9190046,ROB
F Ahmed,1,0.9163024,1.9055683,ROB
F Ahmed,0,1.0637024,1.9301475,ROB
JA Duffy,1,-0.6389904,1.9909606,RFM
JA Duffy,0,-0.7428561,1.9897939,RFM
JA Duffy,4,-0.7806817,2.0071359,RFM
JA Duffy,0,-0.7385529,1.9715969,RFM
JA Duffy,0,-0.8396023,1.9771089,RFM
LW James,0,0.9563096,2.0160714,RM
LW James,0,1.0004799,2.0726262,RM
LW James,0,0.8865864,1.9746163,RM
LW James,0,1.0596509,2.0862932,RM
LW James,0,1.0153262,2.1078136,RM
LW James,3,0.9725356,2.0243617,RM
JA Duffy,0,-0.6907951,2.011861,RFM
JA Duffy,0,-0.6157999,1.9750025,RFM
JA Duffy,0,-0.6749645,1.9479253,RFM
JA Duffy,4,-0.6551347,1.9324822,RFM
JA Duffy,0,-0.7467798,2.0176546,RFM
LW James,0,-0.5533597,2.0802662,RM
LW James,3,-0.545337,2.0765797,RM
LW James,1,0.9413127,2.0552064,RM
LW James,0,-0.6385349,2.0644981,RM
LW James,4,-0.5423907,2.0666859,RM
JA Duffy,1,0.6436492,1.9749949,RFM
JA Duffy,0,-0.8459125,2.001739,RFM
JA Duffy,4,-0.8418183,2.0622329,RFM
JA Duffy,0,-0.8660286,2.0167395,RFM
LW James,0,0.919233,1.9571245,RM
LW James,0,0.991595,2.0740577,RM
