Bowler,Runs,Batting Hand,ReleaseY,ReleaseZ,PitchX,PitchY,PastY,PastZ
SR Harmer,1,RHB,-0.5057488,2.2274472,6.534613,-0.4596177,0.0361058,0.5704811
S Snater,0,RHB,1.0121034,2.0092209,8.7729491,0.3685811,-0.1100697,0.6605537
SR Harmer,1,RHB,-0.5794207,2.1912999,5.3876021,-0.4848131,-0.0921233,0.702317
SR Harmer,4,RHB,-0.6449934,2.2391231,5.0468948,-0.5403171,-0.1439794,0.860636
SR Harmer,4,RHB,-0.5204152,2.1649604,5.1905244,-0.3361703,-0.0677898,0.6853956
S Snater,0,RHB,0.9424317,2.0308106,7.0883694,0.2222048,-0.1208437,0.8280097
S Snater,0,RHB,0.7556425,1.8336051,13.8845462,0.5276179,-0.0565143,1.7165951
S Snater,0,RHB,0.8433087,1.8711337,12.2991749,0.744188,0.4975008,1.2551683
S Snater,4,RHB,-0.7925189,1.9226592,11.465331,-0.4672004,0.0907995,1.348051
S Snater,1,RHB,0.9003133,1.8931012,11.9612224,0.5221365,-0.2491404,1.5100179
S Snater,1,RHB,0.917667,1.8702616,11.6285275,0.5187184,-0.226153,1.410663
S Snater,0,RHB,1.010141,1.9819363,4.7358451,0.0389538,-0.3434545,0.4234348
MJJ Critchley,0,RHB,-0.6533871,2.1470222,4.6602494,-0.3481219,-0.6622438,0.65776
MJJ Critchley,1,RHB,-0.5582714,2.1151935,4.7923811,-0.3193493,-0.3558384,0.5556917
S Snater,1,RHB,-0.8070494,2.0031097,6.544062,-0.4613559,-0.2956676,0.6225496
S Snater,0,RHB,-0.8183404,1.8770321,6.9105968,-0.4427858,-0.171168,0.4251861
S Snater,0,RHB,-0.7938511,2.0055062,6.5672861,-0.3542046,-0.1490854,0.6833564
S Snater,1,RHB,-0.7621584,1.728357,12.7067978,-0.6055737,-0.2753178,1.0944452
SR Harmer,0,RHB,-0.5583428,2.2489767,5.7502234,-0.4834885,-0.1295561,0.9319076
MJJ Critchley,1,RHB,-0.4678489,2.1476608,3.6331555,-0.1121309,-0.1869236,0.4351355
MJJ Critchley,0,RHB,-0.528241,2.1429502,4.7442301,0.1401644,0.2101116,0.5606226
SR Harmer,4,RHB,-0.5676603,2.2684651,5.4853694,-0.4053679,0.183688,0.4904445
SR Harmer,1,RHB,-0.6526546,2.2299675,6.0908901,-0.5993613,-0.2492479,0.6954339
MJJ Critchley,1,RHB,-0.4745194,2.1672211,3.425855,-0.2638683,-0.470348,0.5502922
MJJ Critchley,0,RHB,-0.6363121,2.2070123,5.7541961,-0.2122166,-0.3024301,0.6523802
MJJ Critchley,4,RHB,-0.4715711,2.1638945,5.1006474,-0.4881365,-0.8044847,0.7254081
SR Harmer,1,RHB,-0.5240339,2.2587695,4.4110228,-0.7838129,-0.7202924,0.4269541
SR Harmer,0,RHB,-0.5203241,2.2580483,4.6841358,-0.3711133,-0.1580808,0.7484398
SR Harmer,1,RHB,-0.543919,2.2465905,5.3925392,-0.5302286,-0.2968539,0.7394658
MJJ Critchley,4,RHB,-0.5114733,2.1332783,5.8193772,-0.5664675,-1.1406015,0.7745784
MJJ Critchley,0,RHB,-0.4510735,2.1261158,5.5155321,-0.1590026,-0.2418548,0.6848432
MJJ Critchley,1,RHB,-0.6288459,2.195037,4.4057323,-0.1259381,-0.2846817,0.7535391
SR Harmer,0,RHB,-0.6159758,2.257399,4.1740704,-0.4967744,-0.237223,0.7024806
SR Harmer,0,RHB,-0.6177421,2.2352842,4.6461124,-0.4481301,-0.2958345,0.5444243
JA Porter,0,RHB,-1.0075537,1.9169257,7.9599974,-0.571919,-0.1194597,0.7892616
JA Porter,0,RHB,-0.9358225,1.9255459,8.2794143,-0.4598987,-0.2172717,1.2158677
JA Porter,0,RHB,-0.9444184,1.9737531,6.7309407,-0.3917898,0.0198777,0.7511167
JA Porter,1,RHB,-0.8537869,1.8522542,8.0268433,-0.3006399,0.1798017,0.6997512
SJ Cook,2,RHB,-0.6975799,2.0107382,8.5354499,-0.3953661,-0.1615006,0.8598549
SJ Cook,0,RHB,-0.7092365,2.0361799,5.2214215,-0.30578,-0.2237014,0.5390773
SJ Cook,0,RHB,-0.6632026,1.9989997,5.6283442,-0.2674681,-0.1068863,0.6339117
SJ Cook,1,RHB,-0.6319388,2.0071676,6.8689017,-0.2041381,-0.0435685,0.8329894
JA Porter,0,RHB,-0.8457179,1.8745038,5.9623129,-0.3755129,-0.1238304,0.630316
JA Porter,2,RHB,-1.0176812,1.9061094,10.3558312,-0.7007261,-0.3744344,1.1131637
JA Porter,0,RHB,-1.0010418,1.9515064,5.3605596,-0.3804438,-0.1972708,0.4528689
JA Porter,0,RHB,-0.9206403,1.9059039,3.6116475,-0.2431109,-0.0658266,0.292824
JA Porter,4,RHB,-0.9658871,1.8904276,10.1020876,-0.5079719,-0.0459826,1.0332745
SJ Cook,0,RHB,-0.6419105,2.053683,4.8814054,0.133373,0.4679607,0.6385122
SJ Cook,1,RHB,-0.6591205,2.036313,7.0584499,-0.1109072,0.1693414,0.4812698
SJ Cook,0,RHB,-0.6878717,2.0049838,7.2160527,-0.3560039,-0.2896889,0.9587914
SJ Cook,0,RHB,-0.6740391,2.0234515,6.2353602,-0.3336491,-0.1700932,0.6552946
SJ Cook,4,RHB,-0.677085,2.0140758,4.7781429,-0.3349289,-0.172027,0.4678657
JA Porter,0,RHB,-1.0267259,1.9910419,6.1433801,-0.3736518,-0.0679596,0.5939626
JA Porter,1,RHB,-0.9478909,1.9709949,6.4028893,-0.407838,-0.1258713,0.6131427
JA Porter,0,RHB,-0.99644,1.9841912,4.4647742,-0.216246,0.1261019,0.3664176
JA Porter,0,RHB,-1.0041941,1.9715883,7.0225888,-0.4251609,-0.0679875,0.7173441
SJ Cook,0,RHB,-0.6644999,2.0099597,6.2648034,-0.2516995,-0.0358654,0.496099
SJ Cook,4,RHB,-0.6852374,2.0127252,6.6933838,-0.4018922,-0.2764774,0.6540718
SJ Cook,0,RHB,-0.6923335,2.0357274,6.391581,-0.4922479,-0.5121725,0.7630138
SJ Cook,1,RHB,-0.7011159,1.9865959,7.4345003,-0.2775535,-0.104161,1.0218604
SJ Cook,4,RHB,-0.7320775,2.047455,7.7232201,-0.537995,-0.3627448,0.8079357
JA Porter,0,RHB,-0.9941123,1.9172535,7.6861885,-0.4055636,-0.0178843,0.8922325
JA Porter,0,RHB,-0.9673423,1.9123588,5.7673128,-0.456499,-0.127915,0.598627
JA Porter,0,RHB,-1.0057651,1.9432019,5.5941201,-0.3382495,-0.0965536,0.4883728
SR Harmer,2,RHB,-0.4946245,2.2825403,5.6379128,-0.4468317,-0.0560023,0.6565856
SR Harmer,0,RHB,-0.6243686,2.2847968,4.9923183,-0.3552809,0.1776264,0.7857619
SR Harmer,0,RHB,-0.4645011,2.2835677,5.117068,-0.4025344,-0.2808856,0.6633403
SR Harmer,1,RHB,-0.4375906,2.2019963,5.4403816,-0.5252002,-0.3896505,0.6992819
SR Harmer,1,RHB,-0.5180026,2.2583346,4.2225401,-0.5978165,-0.4670254,0.6695398
SJ Cook,0,RHB,-0.7076564,2.0363076,8.3646303,-0.3041506,-0.1089222,0.9398007
SJ Cook,1,RHB,-0.6460137,2.0717568,5.9281418,-0.3279392,-0.1325554,0.679649
SJ Cook,0,RHB,-0.7793416,2.0799589,6.9099045,-0.3405688,-0.1193618,0.8215342
SJ Cook,1,RHB,-0.6550844,1.9900128,7.4632046,-0.5160339,-0.2712779,0.5905617
SR Harmer,1,RHB,-0.4187174,2.263695,3.7289432,-0.1792963,-0.0661104,0.5181461
SJ Cook,1,RHB,-0.6560294,2.0215972,7.2474128,-0.1371192,0.2117309,0.8928633
SJ Cook,0,RHB,-0.6700865,2.0119369,7.5630964,-0.3036275,-0.1847617,0.8279731
SJ Cook,0,RHB,-0.6584589,1.9926541,8.0451492,-0.2850857,-0.0945786,1.0583645
SJ Cook,0,RHB,-0.6550315,2.0347555,7.617854,-0.1148866,0.2741596,0.7378167
SJ Cook,2,RHB,-0.6998552,2.0134036,7.8545791,-0.3018791,-0.0463527,1.0557928
SJ Cook,4,RHB,-0.6408278,1.9171721,12.3928989,-0.4503585,0.2751452,1.4310026
SR Harmer,1,RHB,-0.6109821,2.2827884,5.2742416,-0.3810583,0.1045451,0.7013284
SJ Cook,0,RHB,-0.596908,1.9976521,6.0513321,-0.1935291,-0.0750934,0.6311313
SJ Cook,4,RHB,-0.6129502,1.9633154,9.266294,-0.2179821,0.195108,0.9928278
SJ Cook,1,RHB,-0.6343191,1.9830175,7.254222,-0.2112349,0.0012972,0.7547623
SJ Cook,0,RHB,-0.7114416,2.0369084,5.9897897,-0.1587105,0.104175,0.4449093
SJ Cook,2,RHB,-0.6611561,1.9987606,5.745615,-0.1979668,0.0056796,0.5372699
SR Harmer,1,RHB,-0.5409307,2.276382,5.4407666,-0.1651106,0.192343,0.7351868
SR Harmer,0,RHB,0.9770365,2.2635571,5.9439487,0.6486102,0.8908857,0.8330572
SR Harmer,1,RHB,0.9281202,2.3108788,5.5655117,0.2622401,0.2626572,0.8389337
SJ Cook,4,RHB,-0.6770951,2.0364697,6.0227263,-0.3937192,-0.2932981,0.6712633
SJ Cook,0,RHB,-0.5479321,1.835718,12.507755,-0.3188285,0.1381398,1.6783242
SR Harmer,4,RHB,0.9771379,2.2864909,5.6105411,-0.4089477,-0.5878387,0.7169361
SR Harmer,6,RHB,0.7785002,2.266368,6.2189586,0.1618724,0.3159623,0.5872911
S Snater,1,RHB,-0.7983542,2.0025237,9.8806004,-0.552658,-0.2951308,0.8654055
S Snater,0,RHB,-0.7041815,1.9871791,6.2416094,-0.2608047,-0.1197669,0.8662299
S Snater,1,RHB,-0.8506997,1.9889952,6.9966396,-0.4300615,-0.2045282,0.6117357
S Snater,4,RHB,-0.8228024,1.9845126,8.3644189,-0.4369987,-0.3443666,1.1643741
S Snater,0,RHB,-0.7310568,1.969827,10.0912991,-0.3751681,0.5772392,0.9492738
S Snater,1,RHB,-0.7165974,1.9242032,9.919342,-0.3441016,0.2629615,0.8306788
MJJ Critchley,1,RHB,-0.4183048,2.1235585,6.4084052,-0.2146748,-0.4221567,0.8626455
MJJ Critchley,0,RHB,-0.4858477,2.1476385,4.6388169,0.1041107,-0.2880992,0.8414565
S Snater,1,RHB,-0.7295632,1.9392345,8.268708,-0.4679708,-0.270947,0.9271929
S Snater,1,RHB,-0.8150989,1.9778739,7.1234043,-0.2546913,0.1721647,0.7978705
S Snater,1,RHB,-0.775444,1.9802172,7.8319821,-0.6453012,-0.4751751,0.6926477
S Snater,1,RHB,-0.7402289,1.7821905,12.9858219,-0.6061961,-0.0537369,2.1042412
S Snater,0,RHB,-1.1425346,2.0133617,7.4794905,-0.5159782,0.0796522,0.4353534
S Snater,0,RHB,-1.099034,1.9900176,8.6428481,-0.5731316,0.1505088,0.8192874
MJJ Critchley,1,RHB,-0.6935234,2.1546937,6.3375592,-0.3269321,-0.0757524,1.0473048
S Snater,1,RHB,-0.9538049,1.9920979,6.9073553,-0.2683019,0.233105,0.7429978
S Snater,0,RHB,-1.039221,1.9670262,8.6939482,-0.4493314,-0.0713774,0.9379076
S Snater,0,RHB,-1.0006058,1.9316316,8.6948084,-0.5162087,0.0589162,1.0340228
S Snater,0,RHB,-1.0111917,2.005003,6.2323236,-0.4110801,-0.1532931,0.5988256
MJJ Critchley,0,RHB,-0.588981,2.1595257,5.6748495,-0.1545202,-0.1545752,0.7710683
MJJ Critchley,0,RHB,-0.626682,2.1359872,4.1918827,-0.4742892,-0.1928354,0.2958534
MJJ Critchley,4,RHB,-0.6001914,2.1688471,7.0327549,-0.3246553,-0.4189314,0.7985628
S Snater,1,RHB,-0.8151352,1.9004195,9.2526991,-0.5747234,-0.2071269,0.7895315
S Snater,0,RHB,-0.8312349,1.8143214,12.3516357,-0.5671667,-0.1819042,1.6286513
S Snater,3,RHB,-0.7764341,1.826168,7.8296782,-0.6214083,-0.4695698,0.7071672
S Snater,2,RHB,-0.8637424,2.0631681,6.6494953,-0.005732,0.571323,0.6628596
S Snater,0,RHB,-1.0824158,1.9648921,7.0183021,-0.4167115,0.0489942,0.77663
MJJ Critchley,6,RHB,-0.4616852,2.0522261,7.4981957,-0.1203863,-0.1791796,0.7496471
S Snater,1,RHB,-0.7463305,1.842414,7.9560429,-0.4330541,-0.0488111,0.8233996
S Snater,0,RHB,-0.8367826,1.9642147,8.2236508,-0.5682137,-0.3574214,0.745761
S Snater,2,RHB,-0.8342763,1.9686175,7.1532955,-0.4605884,-0.2526218,0.6153931
S Snater,0,RHB,-0.8482146,1.9283283,5.7269471,-0.3671212,-0.1297058,0.6304791
BA Raine,0,RHB,-0.6,2.13,6.46,-0.35,-0.27,0.75
BA Raine,0,LHB,1.0559841,2.158929,7.1530904,0.5037565,0.0738072,0.8688096
BA Raine,0,LHB,0.9210073,2.0477295,6.7204284,0.6279248,0.6197245,0.8035647
BA Raine,0,LHB,0.9715373,2.0681954,6.5509603,0.841034,1.1647979,0.8041048
BA Raine,0,LHB,1.01,2.14,6.72,0.29,0.1,0.83
DM Hogg,4,RHB,-0.8593707,2.2796009,8.1115652,-0.488623,-0.3212959,1.0043254
DM Hogg,0,RHB,-0.7937181,2.2589854,6.3388665,-0.250898,0.0802862,0.5685551
DM Hogg,3,RHB,-0.7165653,2.1877909,5.6481007,-0.070833,0.3029394,0.6736303
BA Raine,2,RHB,-0.6951113,2.173231,7.2102537,-0.1602369,0.1903549,0.7865041
BA Raine,3,RHB,-0.5858682,1.98735,7.6224012,-0.2732072,0.1398331,0.8463841
BA Raine,3,LHB,1.0680358,2.1218841,6.8141553,0.4071955,0.1347256,0.7319411
DM Hogg,0,RHB,-0.8047025,2.2808347,6.3545911,-0.2846824,-0.0190572,0.9665597
DM Hogg,4,RHB,-0.8446401,2.2404454,7.6593217,-0.4299518,-0.1654356,0.8758387
BA Raine,0,LHB,1.0981573,2.1312899,6.8654175,0.6676873,0.3454371,0.7841912
BA Raine,1,LHB,1.04,2.16,7.2,0.33,-0.01,0.76
BA Raine,0,RHB,-0.655698,2.1155855,5.7098167,-0.2487413,-0.0909896,0.5554311
BA Raine,0,RHB,-0.67,2.11,7.62,-0.42,-0.31,0.77
DM Hogg,0,LHB,0.6507725,2.2603315,3.6061337,0.1929431,0.1130953,0.3779233
DM Hogg,0,LHB,0.8925251,2.3081537,5.6022937,0.3186922,0.0206146,0.4396845
DM Hogg,0,LHB,0.7833965,2.2075178,7.8632987,0.507,0.4529863,0.9660037
DM Hogg,0,LHB,0.8687152,2.2446715,6.5415898,0.4428338,0.162883,0.7320121
DM Hogg,0,LHB,0.8097277,2.2598861,5.1847122,0.3952499,0.301397,0.7254168
DM Hogg,0,LHB,0.8223911,2.1918863,9.0629826,0.4700033,0.2765828,1.2143886
BA Raine,0,RHB,-0.645849,2.0720999,7.5030902,-0.2214514,0.0395548,0.8419993
BA Raine,2,RHB,-0.5844724,2.0608276,6.8018745,-0.2603316,-0.192591,0.6748193
BA Raine,0,RHB,-0.691042,2.1311643,7.6847925,-0.2803706,-0.083899,0.6722817
BA Raine,0,RHB,-0.620554,2.1169386,7.2939336,-0.217885,0.0391865,0.7581613
BA Raine,0,RHB,-0.5632736,2.1227312,7.1341023,-0.2174167,-0.0697543,0.6772813
DM Hogg,0,RHB,-0.8580194,2.2931304,7.5003781,-0.5877662,-0.5992169,0.9695734
DM Hogg,0,RHB,-0.7467276,2.2012391,7.1544319,-0.4726719,-0.4406284,0.8019444
BA Raine,0,RHB,-0.6665693,2.120163,5.9669002,-0.2435881,0.003702,0.6537873
BA Raine,0,RHB,-0.6399482,2.110116,6.568378,-0.4225821,-0.3109338,0.7430001
BA Raine,0,RHB,-0.6919006,2.0798919,4.4190127,-0.4940872,-0.3969708,0.5410324
BA Raine,0,RHB,-0.6272667,2.0895167,7.4653274,-0.4484492,-0.4183418,0.9537762
BFW de Leede,0,RHB,-0.7867849,1.9770441,7.8195053,-0.3277909,-0.0100632,0.8527261
BFW de Leede,0,RHB,-0.9289674,2.0232171,7.5551582,-0.4857981,-0.2042397,0.7285837
BFW de Leede,0,RHB,-0.9606682,1.9646496,8.5604441,-0.5840039,-0.2796243,0.9867452
BFW de Leede,4,RHB,-0.9363268,1.980031,8.4172448,-0.5773051,-0.3515668,0.9603137
BA Carse,0,RHB,-0.8100064,2.0366932,10.8945131,-0.2815192,0.5113084,1.430665
BA Carse,0,RHB,-0.8613097,2.1427813,9.5816575,-0.1298705,0.685826,1.2240656
BA Carse,0,RHB,-0.8253408,2.14014,6.3450572,-0.2780545,-0.0776256,0.6657011
BA Carse,2,RHB,-0.8079763,2.1210319,7.1323621,-0.1973204,0.1320143,0.7286595
BA Carse,0,RHB,-0.8382291,2.1917671,5.3721721,-0.2233531,-0.0059903,0.5198621
BFW de Leede,0,RHB,-0.8862454,2.0002351,3.8920033,-0.1088107,0.0876294,0.5190067
BFW de Leede,0,RHB,-0.9025447,1.9340601,9.1567439,-0.4280441,-0.0357522,1.1159901
BFW de Leede,4,RHB,-0.6365641,2.0115231,4.9594781,-0.3566627,-0.2615393,0.4831234
BFW de Leede,0,RHB,-0.9362814,2.0052185,6.4633219,-0.5777448,-0.4032276,0.7074399
BA Carse,1,RHB,-0.8031649,2.0372271,8.892565,-0.1842814,0.2728855,1.211768
BA Carse,0,RHB,-0.8882917,2.1078696,7.1148566,-0.2875615,-0.03504,1.0279724
BA Carse,0,RHB,-0.8241975,2.0450385,7.4000788,-0.4880974,-0.3222928,0.8131628
BA Carse,0,RHB,-0.894879,2.0408388,8.7014685,-0.3354139,0.2305524,0.9784754
BFW de Leede,0,RHB,-0.7641042,1.9504391,8.7291106,-0.290374,0.0783387,0.8627942
BFW de Leede,0,RHB,-0.8075916,2.009872,6.0051345,-0.3087602,-0.1035783,0.7618521
BA Carse,0,RHB,-0.9019453,2.0962382,7.7655348,-0.2722489,0.1191129,0.9847985
BA Carse,0,RHB,-0.934819,2.1404236,7.1279409,-0.4901345,-0.2470582,0.7246408
BA Carse,0,RHB,-0.8874597,2.1441616,7.0984739,-0.315506,-0.0304367,0.6528448
BA Carse,0,RHB,-0.8706907,2.0774013,8.1832334,-0.6331103,-0.503795,0.9044472
BA Carse,1,RHB,-0.9413556,2.0994139,8.1096697,-0.4366095,-0.2265001,0.8233086
BA Carse,0,RHB,-0.8859889,2.0865948,8.2730389,-0.4063282,-0.0702998,0.8440479
BA Carse,2,RHB,-0.9213481,2.1209051,7.0560637,-0.4268018,-0.0473687,0.7295263
CF Parkinson,0,RHB,-0.854335,2.2013719,4.7437946,-0.0662607,-0.052951,0.5295399
CF Parkinson,1,RHB,-0.7721553,2.2069625,6.6665872,0.0282356,0.2005415,0.7691908
CF Parkinson,0,RHB,-0.8450228,2.1863636,5.7400814,-0.0185775,0.0715875,0.57842
CF Parkinson,0,RHB,-0.875329,2.1408518,7.1538934,-0.1743418,-0.0297997,0.5593473
BA Carse,0,RHB,-0.932641,2.1165474,9.5730151,-0.5848598,-0.4011144,1.2372394
CF Parkinson,0,RHB,-0.73,2.15,4.74,-0.01,0.2,0.71
CF Parkinson,0,RHB,-0.7244514,2.1161772,4.5223534,-0.1824528,-0.060377,0.6455245
CF Parkinson,0,RHB,-0.7838872,2.2007818,6.4036548,0.0620095,0.1252518,0.69878
CF Parkinson,0,RHB,-0.7407943,2.1211022,4.2359018,-0.0837365,-0.1018056,0.439235
BA Raine,0,RHB,-0.7951995,2.1346163,6.2977644,-0.342075,-0.1542712,0.6541763
BA Raine,0,RHB,-0.7154189,2.0981378,7.3633185,-0.7054564,-0.6961697,0.7297528
BA Raine,0,RHB,-0.6354206,2.0992773,6.8116743,-0.3763103,-0.2977776,0.7474096
BA Raine,0,RHB,-0.6430884,2.0143493,12.9402647,-0.4271245,0.0784449,1.9496287
BA Raine,0,RHB,-0.6539559,2.1070375,6.9448059,-0.2987943,-0.1496826,0.8232179
CF Parkinson,1,RHB,-0.8665153,2.2124001,6.4547237,-0.1324509,-0.073663,0.6336892
CF Parkinson,0,RHB,-1.0235982,2.2132832,5.5916323,-0.3268712,-0.5495631,0.630101
BA Raine,0,RHB,-0.6945281,2.1007614,6.6116084,-0.243739,-0.1381609,0.6639985
BA Raine,4,RHB,-0.612814,2.0852646,6.1798568,-0.4294615,-0.4089167,0.8071307
BA Raine,0,RHB,-0.610856,2.0949156,7.590218,-0.211482,0.1548398,0.9392696
BA Raine,0,RHB,-0.6230351,2.0952482,6.1039501,-0.2523641,-0.0525607,0.7230195
BA Raine,1,RHB,-0.6359035,1.9914099,12.3080871,-0.4478791,-0.2380339,1.4964116
CF Parkinson,1,RHB,-0.9830877,2.1373297,6.0767348,-0.2295114,-0.1891574,0.6174238
CF Parkinson,0,RHB,-0.9589666,2.1374066,4.6404327,-0.1530154,-0.1366073,0.5305744
CF Parkinson,2,RHB,-0.9409332,2.0819739,6.1333253,-0.1595727,-0.1110554,0.8205519
CF Parkinson,0,RHB,-0.9264262,2.1304157,4.2785715,-0.1700289,-0.3344056,0.5533421
BA Raine,0,RHB,-0.685502,2.1136192,6.4193922,-0.2909974,-0.0892146,0.6475986
BA Raine,0,RHB,-0.6391109,2.1051866,7.0510548,-0.2566643,-0.1340078,0.8785387
BA Raine,0,RHB,-0.65718,2.1104344,5.1373908,-0.4220422,-0.3836232,0.4421231
BA Raine,0,RHB,-0.616765,2.0597497,7.7477275,-0.320992,-0.2389099,0.9313
BA Raine,0,RHB,-0.620952,2.0892231,6.3585024,-0.3810719,-0.4563168,0.7953617
BA Raine,0,RHB,-0.6325416,2.0914012,7.1889676,-0.401373,-0.2683463,0.7851485
GS Drissell,0,RHB,-0.7997971,2.273751,7.131223,-0.5065729,-0.1631216,0.6406841
GS Drissell,0,RHB,-0.7548525,2.3028436,6.3832942,-0.1833226,0.1443007,0.6936585
GS Drissell,6,RHB,-0.8271263,2.3723815,6.0050497,-0.2569133,0.2553988,0.7190908
GS Drissell,0,RHB,-0.7677399,2.2533993,7.0319078,-0.5709819,-0.1995704,0.6791082
GS Drissell,0,RHB,-0.7202511,2.2394558,5.408478,-0.2708081,-0.0078261,0.7261862
BA Raine,0,RHB,-0.6350177,2.0569378,7.8090729,-0.4557061,-0.2976236,0.7199508
BA Raine,0,RHB,-0.6251151,2.0188332,9.0164227,-0.4562681,-0.3148177,0.9875343
BA Raine,0,RHB,-0.6268643,2.0822913,5.5970752,-0.2615829,-0.1252044,0.4150986
BA Raine,4,RHB,-0.6166893,1.9578284,12.7734221,-0.3148129,0.1506428,1.6215583
BA Raine,0,RHB,-0.6165937,2.0664329,7.3174242,-0.2658318,-0.0694068,0.7446547
GS Drissell,1,RHB,-0.78349,2.3622967,7.5996184,-0.4081786,-0.0909742,0.7615974
GS Drissell,0,RHB,-0.832802,2.3712592,5.3356863,-0.3349386,-0.0234274,0.8903349
GS Drissell,0,RHB,-0.7340151,2.272948,3.8423885,-0.4292468,-0.1932402,0.5134549
GS Drissell,1,RHB,-0.8550959,2.3652795,6.5688056,-0.2502263,0.2704548,0.7270356
CF Parkinson,0,RHB,-0.8480862,2.1283456,5.051396,-0.1072297,-0.0932069,0.3087625
CF Parkinson,0,RHB,-0.9014325,2.1314265,4.9603746,-0.1547387,-0.2368502,0.7194963
GS Drissell,4,RHB,-0.7404785,2.2656246,3.1288838,-0.6411381,-0.4163125,0.4355446
GS Drissell,0,RHB,-0.7864885,2.3623761,4.5480433,-0.3731852,-0.0801659,0.5930879
GS Drissell,1,RHB,-0.8098967,2.2775815,4.8368471,-0.6183478,-0.4180423,0.6504521
GS Drissell,0,RHB,0.6572743,2.3009536,6.0337152,0.2613689,0.387273,0.7398543
BA Carse,1,RHB,-0.8708498,2.0506044,5.4084351,-0.3248837,-0.1781521,0.5655829
CF Parkinson,0,RHB,-0.7282283,2.1179605,5.4508295,-0.0579043,-0.1306615,0.6184305
CF Parkinson,2,RHB,-0.7057581,2.0992176,6.2886591,-0.0940745,-0.0245732,0.5775598
CF Parkinson,0,RHB,-0.8042244,2.1240239,5.5248355,-0.1001728,-0.1120356,0.6321823
BA Carse,1,RHB,-0.856328,2.0687984,6.0605722,-0.4557707,-0.3626018,0.5332276
BA Carse,0,RHB,-0.8634912,2.0542872,7.8984334,-0.4052334,-0.2205467,0.7887652
CF Parkinson,0,RHB,-0.7400871,2.1244311,4.7450013,-0.2209732,-0.3190649,0.7017732
CF Parkinson,0,RHB,-0.8246872,2.1543666,5.5792256,-0.4230374,-0.4717379,0.8498102
CF Parkinson,1,RHB,-0.7547646,2.1567519,6.2477751,-0.3007638,-0.3746583,0.7125131
CF Parkinson,1,RHB,-0.699756,2.0811359,6.9372334,0.0933795,0.2133187,0.739601
CF Parkinson,0,RHB,-0.7551989,2.1402599,4.6437372,-0.1543889,0.0139568,0.6905486
CF Parkinson,4,RHB,-0.7554859,2.1003056,5.7689417,-0.2009306,-0.2420655,0.6679392
BA Carse,0,RHB,-0.9013957,2.0538534,6.3352461,-0.3287162,-0.1414218,0.5963993
BA Carse,0,RHB,-0.8869315,2.0834973,4.8260754,-0.4085855,-0.4049246,0.5382554
CF Parkinson,0,RHB,-0.776687,2.147535,3.4235779,-0.1603024,-0.20998,0.3352269
CF Parkinson,4,RHB,-0.7477149,2.116081,6.5679474,-0.0073068,0.0653486,0.7334564
CF Parkinson,0,RHB,-0.7592656,2.0697515,5.0416374,-0.0929727,-0.1271631,0.6197272
CF Parkinson,0,RHB,-0.8907343,2.0960249,4.6700928,-0.2530437,-0.3810007,0.6980038
BA Carse,0,RHB,-0.8268161,2.0684369,6.9451611,-0.4538755,-0.3679679,0.7828731
BA Carse,0,RHB,-0.8810846,2.0780904,7.8280557,-0.3341306,-0.0808536,0.8790137
BA Carse,0,RHB,-0.8817819,2.0611342,9.7547917,-0.4880168,-0.2619931,1.12835
BA Carse,0,RHB,-0.8407475,2.0266141,7.6402109,-0.443668,-0.2227974,0.7958013
CF Parkinson,4,RHB,-0.8382737,2.1141889,4.8976373,-0.3325728,-0.4038125,0.7063682
CF Parkinson,1,RHB,-0.8922567,2.1376255,4.7798484,-0.2085344,-0.2027857,0.5824892
CF Parkinson,1,RHB,-0.8114766,2.0723977,4.3984243,-0.313788,-0.4714973,0.8368564
DM Hogg,0,RHB,-0.8878751,2.3429747,5.0826834,-0.6051362,-0.604575,0.3794988
BA Raine,2,RHB,-0.6607218,2.1105348,8.0301688,-0.4141335,-0.4421701,0.8918145
BA Raine,0,RHB,-0.5705372,2.1218564,5.3654143,-0.43027,-0.5084849,0.5934654
BA Raine,0,RHB,-0.6303967,2.1243241,7.2721234,-0.2340533,-0.0930855,0.7615656
BA Raine,0,RHB,-0.6007148,2.0510109,8.717958,-0.3819989,-0.241093,0.9321899
DM Hogg,0,RHB,-0.8526596,2.2737617,6.0084496,-0.529517,-0.5774444,0.6658019
BA Raine,1,RHB,-0.7666107,2.0813429,5.7238563,-0.181366,0.1955293,0.557298
BA Raine,0,RHB,-0.6680822,2.1125404,6.3456856,-0.2576033,-0.2568936,0.608472
BA Raine,0,RHB,-0.6495564,2.0936541,6.5864011,-0.3252956,-0.2483646,0.7569372
BA Raine,0,RHB,-0.6708234,2.0891275,5.7271981,0.1200969,0.5863823,0.5330737
DM Hogg,0,RHB,-0.9155413,2.2557127,6.2652574,-0.2628338,0.1767173,0.7846775
DM Hogg,2,RHB,-0.9059847,2.3012655,7.8092583,-0.4092078,0.0400736,0.8700764
DM Hogg,1,RHB,-0.8435058,2.2195843,8.2638038,-0.3553048,0.1321419,0.9845156
BA Raine,0,RHB,-0.7264357,2.0996468,6.6979219,-0.3445275,-0.0904165,0.6508464
BA Raine,1,RHB,-0.6349881,2.1016252,4.8371635,-0.0592155,0.175709,0.4704506
