Bowler,Runs,Batting Hand,ReleaseY,ReleaseZ,PitchX,PitchY,PastY,PastZ
JA Porter,0,LHB,0.7472611,1.9708628,5.2925282,0.4540438,0.2116178,0.6315019
JA Porter,0,LHB,0.7546167,1.9223722,7.0061558,0.7150646,0.7949278,0.6145262
JA Porter,0,LHB,0.7126136,1.926016,7.0578565,0.4976288,0.5456342,0.8945327
JA Porter,0,LHB,0.7894961,1.9721619,6.5744498,0.4265787,0.2373009,0.8000372
JA Porter,0,LHB,0.7976617,1.9963255,7.385057,0.4544267,0.2513272,0.8732849
S Snater,0,RHB,-0.8850296,2.0010548,7.2030621,-0.4682371,-0.4013791,0.9342457
S Snater,4,RHB,-1.0129342,2.0164476,9.2480172,-0.5859965,-0.3604935,1.0371095
JA Porter,0,LHB,0.6753285,1.9385486,6.3390243,0.2429774,-0.0223911,0.7036942
JA Porter,1,LHB,0.7505762,1.9655923,8.3535843,0.3241577,0.0076891,0.8519111
JA Porter,0,LHB,0.697501,1.9216294,6.5547246,0.3425741,0.1014186,0.694846
S Snater,0,RHB,-0.7786975,2.0241649,8.2714872,-0.4391638,-0.4078075,0.8811382
S Snater,0,RHB,-0.7789644,1.9813556,7.1557499,-0.5144053,-0.4301259,0.7203443
JA Porter,1,RHB,-0.8817495,1.9146165,8.5498159,-0.5802832,-0.3090329,1.1320239
JA Porter,0,LHB,0.8006569,1.9798631,7.0311583,0.4912748,0.220245,0.9551809
JA Porter,1,LHB,0.84554,2.0106684,5.0712742,0.3614573,0.3289104,0.7007246
JA Porter,0,RHB,-0.9915006,1.9914417,4.2223095,-0.2150171,0.0047383,0.4150675
JA Porter,1,RHB,-0.8958125,1.9469277,6.3641358,-0.2397051,0.2446711,0.7165617
JA Porter,0,LHB,0.8109084,1.9566104,7.6942253,0.4890437,0.3582981,1.052242
JA Porter,0,LHB,0.7791783,1.9999778,6.676923,0.4014276,0.0124746,0.9042433
JA Porter,0,LHB,0.7704303,1.9368271,7.1779073,0.3665634,0.2476587,0.9648335
JA Porter,0,LHB,0.7781717,1.970264,5.9339183,0.3433308,0.0552959,0.6399214
JA Porter,4,LHB,0.8138931,1.9949286,7.2571226,0.7864226,0.7925141,0.8174537
PI Walter,4,RHB,0.6010657,2.2408392,8.7124877,-0.2971065,-0.5950705,1.1363951
JA Porter,1,RHB,-0.8305129,1.9554937,6.7501778,-0.0806347,0.4093252,0.9194767
JA Porter,0,LHB,0.7783185,1.9823746,6.2037143,0.3966772,0.3352019,0.7849863
JA Porter,0,LHB,0.6769934,1.9287286,6.3474093,0.420666,0.4100329,0.9032182
JA Porter,0,LHB,0.780722,1.9657388,6.9973293,0.512249,0.614351,0.8429833
JA Porter,0,LHB,0.7873268,1.9634248,7.3756518,0.6139861,0.532487,0.6793901
JA Porter,0,LHB,0.798956,1.9970384,5.5060563,0.2431032,0.0683748,0.580098
E Bosch,0,RHB,-0.6921253,2.1343157,6.6654578,-0.2779988,-0.1349271,0.664445
E Bosch,1,RHB,-0.724771,2.0985593,7.892208,-0.3969514,-0.1685362,0.9799529
E Bosch,0,LHB,0.8812391,2.1439241,5.1412467,0.0958458,-0.1622155,0.891705
JA Porter,0,RHB,-0.954341,1.858994,13.459235,-0.6424647,0.4621249,2.5444274
JA Porter,0,RHB,-0.9873495,2.0338278,7.6037104,-0.4880015,-0.1029387,0.8765918
JA Porter,0,LHB,0.8066408,1.9784763,5.6876262,0.3396937,0.0034581,0.6301676
JA Porter,0,LHB,0.7772327,1.9810517,6.251161,0.2577569,0.0201064,0.8459025
JA Porter,0,LHB,0.7371505,1.9322568,7.492835,0.4066964,-0.0174785,0.9127465
E Bosch,0,RHB,-0.7016165,2.0649947,8.9487862,-0.230595,-0.1500398,0.9427221
E Bosch,0,RHB,-0.790989,2.0876568,8.0110739,-0.3425845,-0.556593,1.0233712
E Bosch,0,RHB,-0.7237681,2.0988208,7.8742522,-0.3592529,-0.38795,1.1091797
E Bosch,0,RHB,-0.7013738,2.1060999,7.8571684,-0.3758155,-0.4352215,1.0582487
JA Porter,3,RHB,-0.957268,2.0171674,8.7264443,-0.5723217,-0.0620712,1.0079772
JA Porter,1,LHB,0.8062735,1.9999697,7.6998158,0.5094948,0.3556729,1.068295
JA Porter,0,RHB,-0.9304726,1.8931015,10.7644346,-0.6436641,-0.0272604,1.6351766
JA Porter,0,RHB,-0.8729716,1.8555911,12.5861482,-0.6066936,0.0616051,1.9290969
JA Porter,0,RHB,-0.9688074,1.7985845,12.8631483,-0.5538127,0.4777372,1.7703382
E Bosch,1,LHB,0.9585975,2.1881864,2.688044,0.2724805,0.4203624,0.3719078
E Bosch,0,RHB,-0.7321617,2.0788571,7.5313786,-0.2714847,-0.212638,0.8803494
JA Porter,4,LHB,0.8880358,2.0412806,4.4655966,0.6546779,0.5520157,0.565186
JA Porter,1,LHB,0.7678905,1.9852167,7.3835862,0.3606788,0.1182689,1.0108213
JA Porter,0,RHB,-0.9453273,1.9437734,8.9612135,-0.5701278,-0.3995042,1.1614616
JA Porter,0,RHB,-1.021805,2.0477785,8.2448688,-0.3777795,-0.0567072,1.0104051
E Bosch,0,LHB,0.8546221,2.0843704,7.6733506,0.3387408,-0.1649504,0.9356047
E Bosch,0,LHB,0.8061319,2.0581022,5.9804236,0.2768696,0.0288728,0.675661
E Bosch,4,LHB,0.9202488,2.0963892,5.5505474,0.7637871,0.7231771,0.7579069
E Bosch,1,LHB,0.9867656,2.0963648,9.5369637,0.3753402,-0.4173376,1.3535643
E Bosch,1,RHB,-0.8019784,2.0952604,6.5308331,0.0565353,0.4059121,0.8577117
S Snater,0,RHB,-0.7439653,2.036199,5.752937,-0.485315,-0.5744573,0.6962715
S Snater,0,RHB,-0.8757234,2.0348906,6.5430208,-0.7864571,-0.8215361,0.7973467
S Snater,0,RHB,-0.755397,1.9959924,6.7919723,-0.5517128,-0.5612481,0.9498825
S Snater,0,RHB,-0.9003921,2.0358269,6.7603623,-0.5331597,-0.4102193,0.953331
S Snater,0,RHB,-0.8518042,1.9015486,13.1335668,-0.5976952,-0.624913,2.2743284
E Bosch,1,LHB,0.9247055,2.0900577,9.021698,0.4896837,-0.2515777,0.9318722
E Bosch,0,RHB,-1.0451646,2.1083144,7.0585496,-0.5110547,-0.2782152,0.8439051
S Snater,0,LHB,-0.7526608,2.0743435,6.5500394,0.4378677,0.9822171,0.8344246
S Snater,0,LHB,-0.7121728,2.0571086,2.3091202,0.6722678,0.9216292,0.3192129
S Snater,0,LHB,-0.7044003,2.0227479,6.6808356,-0.2247258,0.160993,0.6527542
S Snater,1,LHB,-0.6577448,1.9749939,7.3535031,0.0032229,0.6349362,0.8516535
S Snater,0,RHB,-0.7823423,1.9936687,6.8741712,-0.2680618,-0.1948569,0.9043231
S Snater,6,LHB,-0.6294313,2.0575535,5.534543,0.2507869,0.7144984,0.8074193
S Snater,6,LHB,-0.8176632,1.9479553,10.6784657,-0.3700719,0.4240808,1.3799274
S Snater,0,LHB,-0.576956,2.0130229,4.8926075,0.761451,1.2415962,0.551907
S Snater,1,LHB,-0.6141347,2.0230895,7.1412581,0.2205222,0.8746405,0.9241146
S Snater,0,RHB,-0.7549287,2.017253,8.3053057,-0.5130885,-0.6755003,1.1381424
SR Harmer,1,LHB,1.0858907,2.3358231,1.9206959,0.3854646,0.3782975,0.3894686
SR Harmer,0,RHB,-0.5173623,2.2254721,3.134358,-0.1709674,-0.1408639,0.6097325
SR Harmer,0,RHB,-0.7460592,2.3535395,5.1474749,-0.1857972,0.2644435,0.7772196
MJJ Critchley,0,LHB,-0.555615,2.3624205,4.7435112,0.1972793,0.268554,0.5618662
SR Harmer,2,LHB,0.8927883,2.3088233,3.0330112,0.5267968,0.7556078,0.5319692
SR Harmer,0,RHB,-0.7183267,2.2762998,6.9817192,-0.2612494,0.2403955,0.9981155
SR Harmer,0,LHB,-0.7546825,2.4768489,3.8764775,0.2563873,0.6293024,0.5546787
SR Harmer,0,LHB,-0.4829017,2.3114058,2.3440912,0.4177369,0.4104777,0.4883458
SR Harmer,1,LHB,-0.6665457,2.3283069,3.8984148,0.4010172,0.9521757,0.6786142
MJJ Critchley,0,RHB,-0.5321543,2.1383967,5.2987906,-0.146444,-0.0553667,0.6617532
SR Harmer,0,LHB,-0.5610946,2.3108905,2.9562097,0.3463803,0.549496,0.5740245
SR Harmer,0,RHB,-0.6717411,2.2592023,5.5219524,-0.3797426,-0.2272585,0.8939004
SR Harmer,0,RHB,-0.7445804,2.3452307,2.7988056,-0.2992742,-0.1398906,0.3678047
J Clark,1,LHB,0.8139698,2.1091132,5.2983972,0.2435565,0.0693408,0.4429823
J Clark,2,LHB,0.841175,2.1599457,6.5184709,0.1989262,0.1553293,0.8774533
J Clark,0,LHB,0.7245932,2.0526295,7.9832416,0.1554278,-0.0062179,1.1024466
J Clark,0,LHB,0.8114338,2.1273558,6.4369472,0.3651098,0.0766371,0.8963268
J Clark,2,LHB,0.7698491,2.0984078,6.0877972,0.3030498,0.2991062,0.8347471
J Clark,0,LHB,0.7731854,2.1231178,6.7233272,0.209525,0.1247546,0.8600723
J Clark,0,LHB,0.6802239,2.0534828,7.7415196,0.2845513,0.1547154,0.9294878
J Clark,0,LHB,0.7376362,2.0586437,7.2326477,0.2691973,0.030689,0.9756956
J Clark,0,LHB,0.763454,2.0217888,8.5084729,0.2442357,0.0339311,1.1419214
J Clark,0,RHB,-1.2131822,2.1513572,4.0114098,0.0470409,0.4282889,0.4931258
J Clark,0,RHB,-0.8643038,1.9359016,11.3232263,-0.5458105,0.0668811,1.6679693
J Clark,0,RHB,-1.1349684,2.0669678,5.768228,-0.4905433,-0.2862814,0.7004638
J Clark,0,RHB,-1.1066531,2.1077276,5.899488,-0.5297399,-0.3921495,0.6928403
J Clark,0,RHB,-1.0776068,2.0340746,8.3587262,-1.1332646,-0.7775437,1.1229788
J Clark,0,RHB,-1.1313338,2.0294015,7.3730196,-0.5340643,-0.1291715,0.7945408
J Clark,0,LHB,0.8307986,2.0259902,9.0606265,0.187355,-0.4219603,0.9937824
J Clark,0,RHB,-1.1469468,2.0045056,9.1590492,-0.5975299,-0.1114785,1.0702945
J Clark,0,RHB,-1.0817751,2.0182517,7.8593208,-0.5874045,-0.184645,1.0713869
J Clark,4,RHB,-1.1270294,2.1395074,7.0096684,-0.5792728,-0.3100039,0.7413541
J Clark,0,RHB,-1.2568579,2.2012436,7.6649225,-0.3851184,0.147972,1.1340401
J Clark,4,RHB,-1.0497008,2.1422354,4.2052948,-0.1163897,0.1330301,0.543761
J Clark,0,RHB,-1.0264293,2.15735,6.7303758,-0.6452147,-0.7288886,1.0177249
DJ Worrall,0,RHB,-0.8335071,2.1426674,8.0188733,-0.3481599,-0.3390839,1.0264635
DJ Worrall,0,RHB,-0.8532091,2.1172749,6.9192374,-0.1891094,-0.077697,0.989423
J Clark,1,LHB,0.7204262,2.0816323,9.350659,0.4003669,0.6254563,1.1446253
J Clark,0,RHB,-1.120643,2.1366089,6.7174076,-0.5156588,-0.1942105,0.9222561
J Clark,0,RHB,-1.1084351,2.085411,9.4913855,-0.5559009,-0.1182359,1.2555501
J Clark,0,RHB,-1.1838731,2.1398984,6.0480909,-0.7126067,-0.4655425,0.674992
J Clark,0,RHB,-1.0878089,2.1295104,5.9716736,-0.5794915,-0.3002831,0.8579061
J Clark,0,RHB,-1.0382727,2.0933746,8.0948488,-0.6870138,-0.6402637,1.0731703
J Clark,0,RHB,-0.9874728,2.0984092,8.682174,-0.4862168,0.1107809,0.8917603
J Clark,0,RHB,-0.9928938,2.0715553,7.8450087,-0.4474043,-0.007344,1.1731325
J Clark,0,RHB,-1.1231278,2.0714779,6.0752823,-0.1559154,0.3425359,0.8230304
DJ Worrall,4,LHB,-0.6601352,2.130116,3.9946002,0.4115374,0.767278,0.3898153
J Clark,0,RHB,-1.0618831,2.1243008,6.9094313,-0.7278359,-0.6819185,0.9089863
J Clark,0,RHB,-1.0150974,2.0877947,5.4698973,-0.342508,-0.1747308,0.620942
J Clark,0,RHB,-1.1028343,2.0969894,7.05162,-0.4150668,0.0059012,0.7800598
J Clark,4,RHB,-1.2228798,2.16836,5.3367147,-0.7559955,-0.5687767,0.8249981
J Clark,0,RHB,-1.116993,2.1123644,5.6851462,-0.5367577,-0.3300662,0.7658183
J Clark,3,RHB,-1.2188817,2.1326048,4.5411509,-0.4630747,-0.2025327,0.4122672
DJ Worrall,4,RHB,-0.8725738,2.1213381,5.9279767,0.0713152,0.4481323,0.6608721
DJ Worrall,4,RHB,-0.7480021,2.1031916,5.2808828,-0.0318751,0.1811265,0.5639802
JPA Taylor,4,LHB,-0.7475157,2.1696604,3.1778542,-0.1846129,-0.0793174,0.4333939
JPA Taylor,0,LHB,-0.7064806,2.181984,6.7560067,-0.0997275,0.2003071,0.8620091
JPA Taylor,0,LHB,-0.7574536,2.1752386,6.1578547,-0.0674392,0.2220206,0.6847818
JPA Taylor,1,LHB,-0.7846236,2.1568492,7.2605288,-0.1812316,0.0783419,0.920886
TE Lawes,0,LHB,-0.6899087,2.0708174,6.8711951,0.2686104,0.740503,0.8125973
JPA Taylor,1,LHB,-0.790034,2.1588946,6.6553515,-0.0392365,0.2087888,0.6959493
JPA Taylor,2,RHB,-0.7504432,2.1648164,3.9685782,-0.552922,-0.5278858,0.5637594
JPA Taylor,0,RHB,-0.809658,2.1139943,6.7201693,-0.5562486,-0.5397948,0.9841338
JPA Taylor,1,RHB,-0.782045,2.1650133,4.6019783,-0.3210648,-0.3365831,0.5257333
JPA Taylor,0,LHB,-0.6964303,2.0805649,6.8968708,0.0049749,0.3840024,0.9333801
JPA Taylor,1,LHB,-0.8520908,2.1626499,7.9686518,-0.2493972,-0.0506692,1.1046732
TE Lawes,0,RHB,-0.7901772,2.0170216,7.4243971,-0.0552701,0.0621869,1.0506465
TE Lawes,0,RHB,-0.785529,2.0555268,5.8152208,-0.3009317,-0.3375974,0.6593862
JPA Taylor,0,LHB,-0.6992021,2.0825524,5.6625496,-0.08301,0.1966462,0.7599888
JPA Taylor,1,LHB,-0.7592896,2.1458419,5.7020436,-0.1413949,0.0809963,0.5082984
JPA Taylor,0,LHB,-0.7491505,2.1207854,5.3360344,0.2816884,0.7183787,0.5134206
JPA Taylor,0,LHB,-0.8264705,2.154015,6.8685379,-0.2349854,0.2372385,0.6600547
JPA Taylor,1,LHB,-0.7986918,2.1537166,5.6352964,-0.2071765,0.0283375,0.6484983
JPA Taylor,0,LHB,-0.8047685,2.1661919,3.1178025,0.077265,0.0015463,0.2500217
JPA Taylor,0,LHB,-0.756417,2.1155048,6.9995705,0.0315921,0.6692467,0.8165989
TE Lawes,0,LHB,-0.7790464,2.0189856,9.8995405,0.04874,1.1791328,1.1681233
TE Lawes,0,LHB,-0.6387883,1.9376898,7.8063708,-0.1063132,0.1397823,0.2878992
J Clark,0,LHB,0.7560148,2.0915989,8.2579088,0.4207769,0.2114903,0.9893445
J Clark,1,LHB,0.8538138,2.0699169,9.971291,0.3308591,-0.1963118,1.4137582
J Clark,0,LHB,0.764045,2.108526,7.0145053,0.7440314,1.0319828,0.7847827
J Clark,0,LHB,0.8482735,2.1172926,7.4433814,0.4748368,0.6602466,1.0051111
J Clark,0,LHB,0.8377583,2.0956654,7.494985,0.5005383,0.6962982,0.9307864
J Clark,0,LHB,0.7919875,2.0908098,7.6311221,0.4698679,0.5265583,1.0013369
J Clark,0,LHB,0.8009747,1.9724143,12.0458416,0.4828194,-0.3122543,1.7548765
J Clark,1,LHB,0.7700582,2.1136382,9.0726878,0.3662508,-0.1628029,1.0402007
J Clark,1,LHB,0.7423631,2.105594,6.6965277,0.092555,-0.1079141,0.8953782
TE Lawes,0,LHB,-0.7580537,2.0567477,6.4810969,0.1149598,0.3307777,0.7765829
J Clark,0,LHB,0.7885305,2.0961708,8.3571681,0.4728979,0.0616496,0.9642271
J Clark,1,LHB,0.7100558,2.0702856,8.8834437,0.364819,0.0178473,1.041217
J Clark,0,LHB,0.8128202,2.0932712,6.5221508,0.4907275,0.5401316,0.6547485
J Clark,0,LHB,0.8131672,2.1428824,7.1330893,0.4390366,0.5401098,0.8349242
J Clark,1,LHB,0.9147366,2.0963127,8.8609891,0.5212223,-0.0653022,1.0559522
J Clark,1,LHB,0.927687,2.1016672,7.8369051,0.184058,-0.1890401,1.0673723
DJ Worrall,0,LHB,-0.6009811,2.1003874,7.277264,-0.0194134,0.5225936,0.9026257
DJ Worrall,1,LHB,-0.6550787,2.1418997,5.8228528,-0.0335487,0.2848907,0.6404389
J Clark,1,LHB,0.7766979,2.1018707,9.3439431,0.3608661,0.0424987,1.3967082
J Clark,1,LHB,0.7715269,2.056751,9.2098981,0.4908678,0.1637247,1.429245
J Clark,1,LHB,-0.7226801,2.1468329,7.4843779,-0.5879498,-0.1962893,0.9183822
J Clark,1,LHB,-0.7298899,2.0762194,8.4811032,-0.2388603,0.5421196,0.8769535
J Clark,2,LHB,-0.6652075,2.0917108,8.5300017,-0.3450614,-0.0240092,1.0207562
DJ Worrall,0,RHB,-0.6930635,2.0955374,6.9892909,-0.2231869,-0.050992,0.6268429
J Clark,0,LHB,-0.8254445,2.033959,12.3653339,-0.4667177,0.3592721,1.6490811
J Clark,0,LHB,-0.8906937,2.1992813,5.9528128,0.0663544,0.7768211,0.8980132
J Clark,0,LHB,-0.7091445,2.0760722,8.3002917,-0.1744957,0.7398649,1.1263143
J Clark,0,LHB,-0.6548715,2.0706234,8.5337109,0.0396376,0.7043312,0.991551
J Clark,0,LHB,-0.7273653,2.074392,6.9619292,-0.2849023,0.2977802,0.9875152
J Clark,0,LHB,0.9134785,2.1319972,5.792942,-8.88e-05,-0.3126116,0.8061325
JPA Taylor,0,RHB,-0.8793139,2.2545421,6.6698608,-0.6000254,-0.4917469,0.9157964
JPA Taylor,1,RHB,-0.8177915,2.1848104,8.2223147,-0.5164032,-0.2139948,1.3435261
JPA Taylor,0,LHB,-0.6491726,2.1006888,9.432175,-0.254494,-0.0289174,1.2727301
JPA Taylor,4,LHB,-0.6603783,2.1032658,8.3868384,0.1294974,0.9354493,1.0484194
DJ Worrall,1,RHB,-0.700636,2.0914059,6.7466143,-0.2170037,-0.0615098,0.7340247
DJ Worrall,0,LHB,-0.6465308,2.0426761,6.8274405,-0.2113352,-0.0403388,0.7977786
DJ Worrall,0,LHB,-0.6061848,2.0629982,11.2263291,-0.2710235,0.0612753,1.2434107
JPA Taylor,4,RHB,-0.7190787,2.1403235,4.2595531,0.0352798,0.215958,0.3836032
JPA Taylor,1,RHB,-0.6971225,2.1318972,8.6149851,-0.1641019,0.1942352,1.0172384
JPA Taylor,4,LHB,-0.8097501,2.2117897,3.3685467,-0.0742685,0.0527798,0.4787091
JPA Taylor,4,LHB,-0.8222614,2.1351787,10.0970617,-0.3606304,0.1472184,1.4895369
JPA Taylor,1,LHB,0.8208441,2.1169788,8.3327867,0.6262629,0.3715977,0.9381911
JPA Taylor,4,RHB,-0.7578635,2.1628893,6.12226,-0.4230957,-0.2483404,0.6956835
DJ Worrall,0,RHB,-0.6443536,2.1218057,6.7245716,-0.2813172,-0.2219582,0.9424343
DW Lawrence,0,LHB,0.7525633,2.1645696,4.7942135,-0.1302115,-0.3507763,0.7399747
DW Lawrence,0,LHB,0.8400795,2.2419132,4.9651182,0.1343255,0.2115676,0.8119848
TE Lawes,0,RHB,-0.6864224,1.9592425,7.1953371,-0.6242432,-0.6034032,0.9734292
TE Lawes,1,RHB,-0.7550891,2.0449229,7.0414169,-0.1651538,0.1480944,0.8325462
DW Lawrence,1,RHB,-0.9429781,2.2111818,5.0272699,-0.713125,-0.4533147,0.6565688
TE Lawes,0,RHB,-0.7194622,1.909725,9.2748284,-0.3564827,-0.1227576,1.4434955
TE Lawes,0,RHB,-0.7409548,2.0253156,7.2895472,-0.3487434,-0.1830333,0.8470044
TE Lawes,0,RHB,-0.7161091,2.0014485,5.6927525,-0.364204,-0.3588796,0.6314647
TE Lawes,0,RHB,-0.8273545,2.1381058,6.4895983,-0.590673,-0.6355682,0.8952084
J Clark,0,LHB,0.868111,2.1057494,6.8199096,0.5028585,0.6553039,0.9853846
J Clark,4,LHB,0.7676998,2.0344746,8.6985513,0.5988166,0.6413903,1.0618225
J Clark,0,LHB,0.8128633,2.0985323,9.9026346,0.5981982,0.7711768,1.4016507
J Clark,0,LHB,0.7634182,2.0968335,8.5793804,0.5519214,0.8068002,0.8302034
J Clark,0,LHB,0.8562872,2.1225465,7.8568575,0.5772094,0.7434256,1.1284973
TE Lawes,0,RHB,-0.8059278,2.0292354,6.5962501,-0.0203436,0.2094343,0.7116087
TE Lawes,0,RHB,-0.7517488,1.9927548,7.5422543,-0.5323209,-0.7290572,0.9922585
J Clark,0,LHB,0.8694435,2.140814,6.0443983,0.3622743,0.2626017,0.7035967
J Clark,1,LHB,0.7385682,2.0694637,9.1793463,0.4657304,0.132661,1.4944962
J Clark,0,RHB,-1.0011251,2.0695946,7.469138,-0.6031473,-0.5659722,1.0078895
J Clark,0,RHB,-0.9339877,2.0812754,9.0698478,-0.6675943,-0.4488513,0.9681171
TE Lawes,0,LHB,-0.6225937,2.0487402,7.0950105,0.1588971,0.6735575,0.5541421
TE Lawes,0,RHB,-0.878791,2.0346076,7.7046143,-0.3078548,0.3233361,0.8844157
J Clark,0,LHB,0.7484014,2.1008727,5.5046847,0.7050714,0.805564,0.7455812
J Clark,0,LHB,0.6622954,2.039153,8.8084451,0.5315423,0.6100108,1.1486195
J Clark,0,LHB,0.7644733,1.9789825,12.2778111,0.467576,0.4134984,1.8190062
J Clark,0,LHB,0.7795705,2.0675543,8.625458,0.3644855,0.4586226,0.9363316
TE Lawes,0,RHB,-0.8512081,1.9879434,8.1578017,-0.4904948,-0.5764145,0.8903698
J Clark,0,RHB,-1.236623,2.1249038,8.4221743,-0.592489,0.3035584,1.2447886
J Clark,0,RHB,-1.0001489,2.0833742,5.1455406,-0.4157925,-0.2239456,0.6693627
J Clark,0,RHB,-1.0979801,2.1630734,4.0064828,-0.3779423,-0.0924555,0.474947
TE Lawes,4,LHB,-0.7027931,2.0761698,5.5876206,-0.2205134,0.0508711,0.5879861
TE Lawes,0,RHB,-0.7057675,2.0037291,7.0008444,-0.464534,-0.6193646,0.808503
TE Lawes,1,RHB,-0.8037523,2.0736898,5.8969492,-0.4376026,-0.4268522,0.508179
J Clark,1,RHB,-1.1209773,2.0822692,4.8665311,-0.522104,-0.2099069,0.50638
J Clark,2,RHB,-1.1746542,2.127211,8.0378697,-0.62354,0.1413606,0.7961183
J Clark,0,RHB,-1.0075574,2.0635236,7.3495346,-0.633422,-0.2775308,0.768526
J Clark,0,RHB,-1.0721115,2.0599631,6.4758273,-0.7430521,-0.4565871,0.8457459
J Clark,0,RHB,-1.1499574,2.072245,8.3653144,-0.7814201,-0.2270472,0.9281504
TE Lawes,0,RHB,-0.7210404,2.0310318,8.801352,-0.3320867,-0.3398213,1.1508135
J Clark,0,RHB,-1.0431726,2.0640237,8.4851479,-0.6088822,-0.0422935,0.9803115
J Clark,4,RHB,-1.0300657,2.0334735,11.4117309,-0.6599792,-0.0309901,1.8314046
J Clark,0,RHB,-1.0547864,2.0924429,10.2886089,-0.3347123,0.6436652,1.5273215
J Clark,0,RHB,-1.0268846,2.0750758,7.3677216,-0.3261356,-0.0662363,0.7676616
J Clark,0,RHB,-1.027061,1.9830558,12.0478219,-0.6913276,-0.0675879,2.2281441
J Clark,0,RHB,-1.1730536,2.0779069,8.2409017,-0.6804073,0.2048531,1.1312884
DJ Worrall,0,RHB,-0.6985713,2.0601237,11.6860956,-0.7072277,-0.3373913,2.5222872
DJ Worrall,0,RHB,-0.6643135,2.1356024,6.0070494,-0.4944567,-0.7013817,0.6133357
DJ Worrall,0,RHB,-0.8366747,2.1598355,4.5173604,-0.3578583,-0.169791,0.6004031
J Clark,1,RHB,-1.0580535,2.0680073,6.9337483,-0.4250398,-0.0889634,0.734923
J Clark,0,RHB,-0.9611901,1.9334266,10.4268562,-0.6440858,-0.0147073,1.6073023
J Clark,0,RHB,-1.1147236,2.0968067,7.5745465,-0.5628463,-0.3492401,1.0034166
J Clark,0,RHB,-1.0553388,1.9707372,11.0823211,-0.5797012,0.3709146,1.1342422
J Clark,1,RHB,-1.2604608,2.1135183,5.4348735,-0.8442961,-0.6484654,0.6501182
J Clark,0,RHB,-1.0266448,2.1131163,5.3267687,-0.1532052,0.0149065,0.6312573
G Stewart,0,RHB,-0.6590349,2.0559363,6.0595006,-0.0986242,0.1954638,0.6068629
G Stewart,0,RHB,-0.6304655,1.9708359,8.9816925,-0.4177982,-0.1889458,0.7088006
CH Stobo,4,RHB,-0.558837,2.1413548,4.9154523,-0.2598057,-0.3222178,0.5110829
CH Stobo,0,RHB,-0.6340561,2.1832154,6.1019532,-0.4465618,-0.3779748,0.699304
CH Stobo,0,RHB,-0.6620513,2.1703465,6.3379437,-0.4740681,-0.5608732,0.7069107
CH Stobo,0,RHB,-0.6275989,2.1029829,5.6783843,-0.2744104,-0.134169,0.6619996
CH Stobo,0,RHB,-0.5992278,2.1064726,6.6246371,-0.3914119,-0.2651998,0.6041708
G Stewart,1,RHB,-0.5581379,1.9425757,6.6239556,-0.1965741,-0.1721688,0.5532007
G Stewart,0,RHB,-0.6972795,2.0398684,9.0319253,-0.2028943,-0.1528832,0.7089662
CH Stobo,0,RHB,-0.6204358,2.1233674,8.0552095,-0.55975,-0.7528923,0.8065088
CH Stobo,0,RHB,-0.5449068,2.0600552,6.5375051,-0.6185147,-0.8833581,0.7659562
CH Stobo,4,RHB,-0.5615179,2.1295189,6.4267818,-0.3676138,-0.3732884,0.4852893
CH Stobo,0,RHB,-0.6175442,2.128544,6.7943116,-0.3787746,-0.1880182,0.7182478
CH Stobo,0,RHB,-0.5481847,2.1112708,7.187895,-0.440219,-0.4215408,0.6511145
G Stewart,0,RHB,-0.7112758,2.0108155,8.4914775,-0.2528473,-0.2757521,0.9095459
G Stewart,1,RHB,-0.6247957,1.9918013,8.4189906,-0.1506547,-0.2321168,0.6596949
G Stewart,0,RHB,-0.5596099,1.8867586,10.4088107,-0.1669675,-0.0229563,0.7882841
G Stewart,0,RHB,-0.6925948,1.9953465,8.2799191,-0.1601272,0.0355912,0.7699105
CH Stobo,0,RHB,-0.6374815,2.1861234,5.1097338,-0.4165296,-0.4420033,0.5648042
CH Stobo,0,RHB,-0.5598512,2.1902762,6.6372604,-0.3886829,-0.3139415,0.921658
CH Stobo,0,RHB,-0.5154125,2.1124067,7.9011828,-0.1576866,0.1161442,0.8693813
G Stewart,0,RHB,-0.6241528,1.9889171,8.8661823,-0.2693077,-0.3074868,0.8593974
G Stewart,0,RHB,-0.596948,1.8729055,9.6213232,-0.2919617,-0.3124691,0.5747671
CH Stobo,0,RHB,-0.5137059,2.078304,6.1820341,-0.304396,-0.2731014,0.7884492
CH Stobo,0,RHB,-0.5752816,2.149474,6.8501299,-0.3846624,-0.3521551,0.8229815
CH Stobo,0,RHB,-0.5515343,2.1284716,6.3848811,-0.0155154,0.2902171,0.7245852
CH Stobo,0,RHB,-0.5266444,2.095527,6.6568698,-0.193081,-0.1713815,0.8145306
CH Stobo,0,RHB,-0.5884211,2.1410158,6.5092301,-0.4137894,-0.2621334,0.6825963
G Stewart,0,RHB,-0.6253798,1.8681181,9.9477704,-0.1695046,-0.1445116,0.6237226
G Stewart,0,LHB,-0.620928,1.9059145,9.4549781,0.2238238,0.5719127,0.8323488
G Stewart,0,LHB,-0.6788208,1.9335594,9.1471242,0.0762326,0.7994712,0.5145111
CH Stobo,0,RHB,-0.5547483,2.1280962,5.8205933,-0.2441858,-0.1322369,0.6033326
CH Stobo,0,RHB,-0.5286372,2.0804542,6.8843317,-0.3175754,-0.3038968,0.7671926
